NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,152,0.0172241,0.000105199,0.169643,-0.096566,1.66992,1.17647,0.627515,0.627562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009486,-0.024671,0.041411,-0.039275,0.125226,0.164145
2,3,153,0.0241768,0.0495843,0.198768,-0.052762,1.66992,1.17647,0.627511,0.627559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000567,-0.023899,0.057399,-0.060189,0.170943,0.125273
3,3,155,0.0159834,0.0391176,0.166678,-0.191487,1.66992,1.17647,0.627508,0.627562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004635,-0.026161,0.043967,-0.06141,0.17414,0.144619
4,3,157,0.00972456,0.022407,0.162873,-0.224698,1.66992,1.17648,0.627508,0.627563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003418,-0.0261,0.039417,-0.048181,0.132368,0.145777
5,3,158,0.0101335,0.0437104,0.158436,-0.193036,1.66992,1.17647,0.627512,0.627562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002541,-0.022407,0.052778,-0.051176,0.168968,0.197133
6,3,160,0.0175687,0.0375356,0.172496,-0.126332,1.66992,1.17648,0.627517,0.627562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001133,-0.02536,0.048638,-0.093761,0.130737,0.108966
7,3,162,0.0192709,0.0361878,0.143593,-0.189201,1.66992,1.17647,0.627516,0.627559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004999,-0.028883,0.048555,-0.127831,0.190515,0.082441
8,3,163,-0.00164919,0.0365576,0.176968,-0.20133,1.66992,1.17647,0.627509,0.627557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006418,-0.022795,0.053182,-0.028823,0.147452,0.168851
9,3,165,0.00211576,0.0431331,0.181606,-0.0148246,1.66992,1.17647,0.627511,0.627556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000453,-0.023849,0.059608,-0.047468,0.177609,0.124802
10,3,167,0.00127257,0.0409036,0.14272,-0.0818652,1.66992,1.17648,0.627514,0.627559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007331,-0.028433,0.039304,-0.074685,0.130555,0.137692
