NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,163,-0.13058,0.129872,-0.180032,0.106544,1.66992,1.17651,0.627544,0.627569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002208,-0.029536,0.052862,-0.044893,0.166086,0.196243
2,3,164,-0.127793,0.12125,-0.16094,0.122589,1.66992,1.1765,0.627545,0.627564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002014,-0.031485,0.05701,-0.044444,0.202276,0.240586
3,3,164,-0.127793,0.12125,-0.16094,0.122589,1.66992,1.1765,0.627545,0.627564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002197,-0.027026,0.059426,-0.042157,0.188494,0.204639
4,3,164,-0.127793,0.12125,-0.16094,0.122589,1.66992,1.1765,0.627545,0.627564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004166,-0.028298,0.057279,-0.037468,0.192966,0.186692
5,3,168,-0.126157,0.135098,-0.179711,0.147127,1.66992,1.1765,0.62754,0.627569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005508,-0.033935,0.059096,-0.133853,0.185713,0.233559
6,3,170,-0.130665,0.144486,-0.236044,0.130695,1.66992,1.17651,0.627537,0.627573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003463,-0.032878,0.059175,-0.1274,0.198178,0.197717
7,3,171,-0.188579,0.122046,-0.164673,0.128891,1.66992,1.1765,0.627545,0.627568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000349,-0.025992,0.06392,-0.060714,0.191786,0.168951
8,3,173,-0.0957426,0.134722,-0.164908,0.111236,1.66992,1.17651,0.627537,0.62757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000127,-0.032933,0.068354,-0.090915,0.182385,0.248189
9,3,175,-0.160974,0.117495,-0.194958,0.134308,1.66992,1.1765,0.627545,0.627574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005859,-0.031734,0.054898,-0.058071,0.146251,0.214714
10,3,177,-0.130293,0.13178,-0.222763,0.115741,1.66992,1.17651,0.627537,0.627576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001741,-0.026709,0.050209,-0.039868,0.180081,0.233502
11,3,178,-0.107789,0.132341,-0.150751,0.141159,1.66992,1.17651,0.627541,0.627568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001594,-0.02459,0.068196,-0.077151,0.195063,0.213659
12,3,180,-0.120906,0.126871,-0.169179,0.113224,1.66992,1.1765,0.62754,0.627572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003946,-0.030377,0.059298,-0.025271,0.221406,0.204274
13,3,181,-0.11811,0.138146,-0.168234,0.12395,1.66992,1.1765,0.627535,0.627568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004211,-0.025845,0.059433,-0.034998,0.200954,0.195596
14,3,183,-0.138254,0.124999,-0.13005,0.117678,1.66992,1.1765,0.627541,0.627573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00222,-0.031665,0.061577,-0.083048,0.195772,0.240318
15,3,185,-0.140186,0.128775,-0.169194,0.120655,1.66992,1.1765,0.627542,0.627574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001768,-0.024532,0.063701,-0.039253,0.201571,0.187129
16,3,186,-0.148416,0.127036,-0.172249,0.120173,1.66992,1.1765,0.627539,0.627563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004075,-0.023003,0.061258,-0.005138,0.252966,0.204887
17,3,188,-0.149963,0.133266,-0.149243,0.149294,1.66992,1.17651,0.62754,0.627576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010093,-0.03647,0.068353,-0.087317,0.119234,0.275112
18,3,190,-0.122178,0.123974,-0.148512,0.123467,1.66992,1.1765,0.627536,0.627569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2e-05,-0.032788,0.057076,-0.052309,0.189821,0.22283
19,3,191,-0.115281,0.132288,-0.140291,0.119411,1.66992,1.17651,0.627536,0.627571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000291,-0.033011,0.052731,-0.078457,0.176495,0.196973
20,3,193,-0.136426,0.131399,-0.161615,0.146245,1.66992,1.17651,0.627537,0.627569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798,-0.032893,0.066104,-0.077954,0.125262,0.27548
21,3,195,-0.0909598,0.139249,-0.168775,0.120173,1.66992,1.1765,0.62754,0.62757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000298,-0.033279,0.055177,-0.080138,0.161153,0.16951
22,3,196,-0.129987,0.134576,-0.157115,0.13081,1.66992,1.1765,0.627546,0.627565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001968,-0.026911,0.059341,-0.003994,0.209422,0.177601
23,3,198,-0.130082,0.130318,-0.1597,0.148812,1.66992,1.1765,0.62754,0.627569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001899,-0.026884,0.063776,-0.041285,0.178227,0.231158
24,3,200,-0.125371,0.126503,-0.156821,0.11905,1.66992,1.1765,0.627541,0.627568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002183,-0.02458,0.059379,-0.027233,0.188727,0.213579
25,3,201,-0.130745,0.133596,-0.171918,0.120008,1.66992,1.1765,0.62754,0.627576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004248,-0.028068,0.059216,-0.048414,0.24584,0.160678
26,3,203,-0.131378,0.134332,-0.150881,0.124781,1.66992,1.1765,0.62754,0.62757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008118,-0.027965,0.068235,-0.060866,0.232215,0.265614
27,3,205,-0.130869,0.131915,-0.164535,0.135672,1.66992,1.1765,0.627542,0.627576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003767,-0.030466,0.048121,-0.050203,0.159638,0.206843
28,3,206,-0.13003,0.121617,-0.170159,0.13233,1.66992,1.1765,0.627537,0.627566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002486,-0.022271,0.059297,-0.050376,0.21316,0.169984
29,3,208,-0.130569,0.120683,-0.16247,0.124899,1.66992,1.17651,0.627536,0.62757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003964,-0.030172,0.061279,-0.048699,0.202893,0.232119
30,3,210,-0.134695,0.129919,-0.176916,0.111398,1.66992,1.1765,0.627539,0.627568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000292,-0.028149,0.050316,-0.036058,0.214335,0.135317
31,3,211,-0.130874,0.115948,-0.168107,0.127168,1.66992,1.1765,0.62754,0.62757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006273,-0.029555,0.04844,-0.045059,0.176348,0.196522
32,3,213,-0.134009,0.132237,-0.159557,0.126361,1.66992,1.1765,0.627536,0.627571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002342,-0.026818,0.072569,-0.091003,0.233927,0.230782
33,3,215,-0.0987063,0.129871,-0.158978,0.136932,1.66992,1.17651,0.627539,0.627564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002246,-0.031838,0.050536,-0.058843,0.1812,0.187967
34,3,217,-0.146262,0.146897,-0.150256,0.137326,1.66992,1.1765,0.62754,0.627562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004374,-0.025543,0.059089,-0.057958,0.247157,0.196851
35,3,218,-0.117368,0.160587,-0.16552,0.118905,1.66992,1.1765,0.627539,0.62757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002006,-0.029012,0.063586,-0.041808,0.200001,0.24921
36,3,220,-0.0984392,0.176312,-0.165917,0.13008,1.66992,1.17651,0.627544,0.627567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001575,-0.024495,0.05471,-0.051265,0.195833,0.188771
37,3,222,-0.120384,0.108334,-0.177117,0.137143,1.66992,1.1765,0.627537,0.627571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002264,-0.029514,0.050562,-0.044625,0.181438,0.170109
38,3,223,-0.133428,0.13495,-0.179127,0.14519,1.66992,1.1765,0.627536,0.62757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002205,-0.034003,0.066054,-0.109988,0.187937,0.284273
39,3,225,-0.149322,0.139665,-0.167711,0.120516,1.66992,1.1765,0.627536,0.627562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00834,-0.023252,0.05029,-0.018997,0.242148,0.179346
40,3,226,-0.106089,0.115584,-0.169228,0.13718,1.66992,1.1765,0.627539,0.627564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003725,-0.027998,0.045773,-0.035011,0.175223,0.189649
