NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,153,-0.054061,0.0232444,-0.0991771,-0.118415,1.66992,1.09803,0.627536,0.62745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006284,0.008589,-0.008971,0.089975,-0.08925,0.098584
2,3,154,-0.0571378,-0.00433569,-0.0978676,-0.10163,1.66992,1.09804,0.627537,0.627456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002236,0.003532,0.000169,0.046356,-0.058202,0.052468
3,3,156,-0.0646088,0.00826395,-0.123286,-0.109971,1.66992,1.09803,0.627544,0.627456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004153,0.011695,0.000283,0.083787,-0.091732,0.043482
4,3,158,-0.0605985,0.0143465,-0.0943626,-0.106098,1.63086,1.05896,0.627545,0.62745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181,0.014035,0.002596,0.097837,-0.082164,0.05153
5,3,159,-0.0427438,0.00615201,-0.0923397,-0.106616,1.63086,1.09803,0.627538,0.627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003984,0.011588,-0.006336,0.070801,-0.112818,0.04446
6,3,160,-0.080753,0.169971,-0.103269,-0.104836,1.66992,1.09804,0.627543,0.627454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006196,0.012549,0.005047,0.088897,-0.134648,0.033338
7,3,162,-0.054254,0.177718,-0.099931,-0.115717,1.63086,1.09803,0.627546,0.62745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0.013921,-0.006224,0.097305,-0.111004,0.052545
8,3,164,-0.083099,0.160087,-0.112009,-0.102105,1.66992,1.09803,0.627553,0.627452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004353,0.011545,-0.00845,0.132899,-0.122745,0.016831
9,3,166,-0.0626371,0.0255304,-0.149123,-0.107494,1.63086,1.09802,0.627543,0.627455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001689,0.010288,0.000596,0.099788,-0.101031,0.050814
10,3,168,-0.11002,0.0162594,-0.111798,-0.105182,1.63086,1.09803,0.627544,0.627453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008474,0.006837,0.004906,0.091466,-0.126656,0.051059
11,3,169,-0.0709881,0.173671,-0.100928,-0.128579,1.66992,1.09803,0.627542,0.627455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181,0.015235,0.000227,0.055521,-0.076861,0.044246
12,3,171,-0.0636905,0.0216047,-0.103361,-0.130384,1.66992,1.09804,0.627541,0.62746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004034,0.011694,0.009187,0.046156,-0.083821,0.069505
13,3,173,-0.0633299,0.0177416,-0.104595,-0.11765,1.66992,1.09804,0.627543,0.627453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008154,0.004299,-0.008357,0.051275,-0.169065,0.070873
14,3,174,-0.0383403,0.0151692,-0.0883263,-0.0927641,1.66992,1.09803,0.627545,0.627448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000425,0.016596,0.002464,0.150925,-0.061003,0.033432
15,3,176,-0.0795484,0.176131,-0.110159,-0.117581,1.63086,1.09803,0.627541,0.627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002632,0.010293,0.002804,0.149866,-0.098114,-0.003265
16,3,178,-0.0815379,0.166963,-0.0949057,-0.108331,1.63086,1.09803,0.627539,0.627455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006422,0.010421,-0.004047,0.126006,-0.120785,0.025367
17,3,179,-0.0744359,0.17264,-0.116507,-0.10243,1.63086,1.09803,0.627543,0.627454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008289,0.007141,-0.006532,0.081135,-0.117052,0.080164
18,3,181,-0.0876836,-0.00337069,-0.103239,-0.0709452,1.66992,1.09803,0.627543,0.627453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002009,0.010365,0.00263,0.050579,-0.093768,0.052066
19,3,183,-0.0631269,0.0172586,-0.0950832,-0.116993,1.63086,1.09803,0.627548,0.627457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0.009367,-0.001869,0.131767,-0.077216,0.033483
20,3,184,-0.0724727,0.169496,-0.221204,-0.106375,1.66992,1.09803,0.627541,0.627455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006138,0.005622,0.000371,0.046779,-0.104658,0.034644
21,3,186,-0.060242,0.180928,-0.111236,-0.138024,1.66992,1.09804,0.627544,0.627452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006242,0.008184,-0.001951,0.074865,-0.112185,0.07042
22,3,188,-0.0569675,0.0301532,-0.0994506,-0.105647,1.66992,1.09803,0.627543,0.627455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006196,0.005615,-0.001831,0.059234,-0.112413,0.034681
23,3,189,-0.0525474,0.168758,-0.0816446,-0.0965805,1.66992,1.09804,0.627544,0.62745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6e-05,0.009309,-0.004172,0.044228,-0.080619,0.062053
24,3,191,-0.0809045,0.0520639,-0.103042,-0.208959,1.66992,1.09804,0.627543,0.627455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012422,0.004563,-0.001891,0.077856,-0.150649,0.070317
25,3,193,-0.0527162,0.0192116,-0.0882734,-0.104362,1.63086,1.09803,0.627546,0.62746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442,0.014033,0.000414,0.135367,-0.11569,0.051361
26,3,194,-0.0896723,0.00310965,-0.121667,-0.11995,1.66992,1.09803,0.627538,0.627452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008166,0.006888,0.000317,0.054545,-0.116885,0.052627
27,3,194,-0.0896723,0.00310965,-0.121667,-0.11995,1.66992,1.09803,0.627538,0.627452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002462,0.015271,0.004831,0.142792,-0.08881,0.041811
28,3,198,-0.081046,0.0175001,-0.106704,-0.111004,1.66992,1.09804,0.627541,0.627456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001633,0.013139,-0.006472,0.129823,-0.077864,0.087919
29,3,198,-0.081046,0.0175001,-0.106704,-0.111004,1.66992,1.09804,0.627541,0.627456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002687,0.010271,0.005105,0.149598,-0.113466,0.022869
30,3,201,-0.0841643,0.0132856,-0.114851,-0.119865,1.63086,1.09804,0.62754,0.627453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010091,0.010233,-0.010661,0.087744,-0.165464,0.027006
31,3,203,-0.0762315,0.12523,-0.109611,-0.120367,1.66992,1.09803,0.627543,0.627449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006368,0.005659,-0.001823,0.084409,-0.113502,0.034247
32,3,204,-0.0718473,0.191885,-0.0999171,-0.121991,1.66992,1.09803,0.62754,0.627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002311,0.012841,-0.001813,0.115587,-0.110133,0.060647
33,3,206,-0.0777513,0.012529,-0.102852,-0.128697,1.66992,1.09803,0.627546,0.627456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008186,0.004501,-0.00632,0.052515,-0.139298,0.07103
34,3,208,-0.079905,0.0202313,-0.110078,-0.120191,1.63086,1.09802,0.627541,0.627459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.6e-05,0.011697,0.002465,0.046258,-0.058207,0.04365
35,3,209,-0.0937057,0.00128971,-0.105377,-0.128558,1.63086,1.09804,0.627542,0.627457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341,0.011647,-0.001851,0.12081,-0.075889,0.016059
36,3,211,-0.0604904,0.174751,-0.110713,-0.114237,1.63086,1.09803,0.627539,0.627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002341,0.007941,-0.00392,0.098193,-0.118354,0.042803
37,3,213,-0.073476,0.0038652,-0.121983,-0.11184,1.66992,1.09804,0.627546,0.627459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010072,0.000902,-0.006378,0.018245,-0.128884,0.044961
38,3,214,-0.0991905,0.0184365,-0.101735,-0.10805,1.63086,1.09803,0.627545,0.627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006754,0.010226,0.002915,0.161952,-0.145903,0.023134
