NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,24964,0.360143,0.51132,0.496648,0.333306,1.66992,4.95814,0.439494,0.582747,0.446385,0.425004,0.35668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008115,-0.019541,0.004688,-2.28947,-1.95278,-0.630519
2,3,24965,0.357575,0.515177,0.481815,0.382558,1.66992,4.95809,0.439537,0.579103,0.447524,0.425104,0.355681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023246,-0.017849,0.001327,-2.143,-2.03213,-0.600444
3,3,24967,0.350233,0.34901,0.473463,0.329714,1.66992,4.95818,0.439372,0.580834,0.457599,0.425901,0.356811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020933,-0.020311,-0.064034,-2.26722,-1.6903,-0.786362
4,3,24969,0.333572,0.491902,0.490828,0.377503,1.66992,4.95809,0.439,0.58171,0.453272,0.425893,0.361261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043327,-0.004792,-0.006175,-2.01544,-2.7192,-0.704161
5,3,24970,0.336838,0.512459,0.487189,0.402121,1.66992,4.95808,0.440727,0.580372,0.455047,0.427352,0.363036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007612,-0.025253,-0.009875,-2.2121,-2.09884,-0.677016
6,3,24972,0.351491,0.490328,0.487867,0.354732,1.66992,4.95809,0.441104,0.580066,0.456533,0.427106,0.362636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024762,-0.021661,-0.058107,-2.23937,-2.15605,-0.814389
7,3,24973,0.349353,0.499251,0.461667,0.330467,1.66992,4.95812,0.441952,0.579794,0.45846,0.427167,0.364578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014144,-0.01556,0.001979,-2.25253,-1.83291,-0.709565
8,3,24975,0.334362,0.478889,0.465112,0.325944,1.66992,4.95808,0.440158,0.580425,0.459458,0.430401,0.363835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020133,-0.015543,-0.003438,-2.24053,-1.99841,-0.667981
9,3,24977,0.379056,0.513125,0.492203,0.356775,1.66992,4.95807,0.44216,0.581601,0.459746,0.435595,0.36405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008993,-0.02466,-0.055586,-2.30641,-1.96797,-0.826069
10,3,24979,0.361709,0.52351,0.500398,0.334126,1.66992,4.95812,0.441549,0.580868,0.465269,0.437412,0.367689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00819,-0.024761,-0.021571,-2.28356,-2.06396,-0.619618
11,3,24980,0.354106,0.506095,0.482984,0.497233,1.66992,4.95816,0.439506,0.581403,0.472583,0.436379,0.36636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013507,-0.018128,0.002411,-2.18125,-1.90464,-0.667658
12,3,24982,0.35892,0.494883,0.460637,0.495428,1.66992,4.95812,0.440651,0.579622,0.475559,0.437642,0.366748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023016,-0.023919,-0.059517,-2.28995,-1.9641,-0.836738
13,3,24984,0.324335,0.50808,0.474078,0.363068,1.66992,4.95809,0.440196,0.580578,0.484738,0.436191,0.365107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014029,-0.025537,-0.004153,-2.28865,-1.92425,-0.665836
14,3,24985,0.343096,0.495173,0.495585,0.370401,1.66992,4.95815,0.438423,0.581353,0.479265,0.432265,0.369282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014089,-0.026004,-0.014838,-2.27894,-2.00596,-0.665606
15,3,24987,0.340468,0.507259,0.496235,0.346485,1.66992,4.95816,0.441407,0.581356,0.477027,0.431968,0.371971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011105,-0.026248,-0.068591,-2.30349,-2.0221,-0.843158
16,3,24989,0.328227,0.509072,0.486014,0.339288,1.66992,4.9581,0.439677,0.579976,0.475906,0.43163,0.371012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015366,-0.012509,0.011743,-2.14743,-1.95311,-0.63468
17,3,24990,0.344423,0.485503,0.475956,0.381136,1.66992,4.95811,0.440153,0.579423,0.475191,0.431065,0.372295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015765,-0.022459,0.009808,-2.25801,-1.98163,-0.642933
18,3,24991,0.371193,0.507635,0.501109,0.502331,1.66992,4.95811,0.440736,0.580689,0.478876,0.429338,0.37154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013045,-0.027333,-0.064199,-2.31029,-1.99546,-0.83485
19,3,24994,0.341918,0.501464,0.482026,0.398264,1.66992,4.95815,0.440906,0.579738,0.467908,0.431572,0.374248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01305,-0.025358,-0.052744,-2.31091,-2.00374,-0.88138
20,3,24995,0.33029,0.437289,0.479509,0.439342,1.66992,4.95816,0.439299,0.581153,0.468221,0.433367,0.375592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016077,-0.017639,0.005197,-2.26579,-1.97139,-0.650282
21,3,24997,0.317719,0.386917,0.478347,0.31666,1.66992,4.95808,0.440285,0.581048,0.462493,0.428464,0.373646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013065,-0.029651,-0.050929,-2.34959,-1.95134,-0.84488
22,3,24999,0.351987,0.509804,0.47812,0.411902,1.66992,4.95813,0.440996,0.580228,0.468535,0.429746,0.372919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020179,-0.020039,-0.00366,-2.28044,-1.97579,-0.631637
23,3,25000,0.360727,0.438069,0.47814,0.353782,1.66992,4.95811,0.440515,0.580766,0.464427,0.429784,0.374139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01615,-0.022385,-0.008175,-2.28204,-1.99311,-0.639648
24,3,25002,0.350861,0.491248,0.478496,0.388794,1.66992,4.95806,0.440341,0.579856,0.465826,0.429296,0.373827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017064,-0.022398,-0.05101,-2.30542,-1.92596,-0.845085
25,3,25004,0.336634,0.421531,0.470512,0.337912,1.66992,4.95813,0.440091,0.579957,0.470276,0.426982,0.373051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009629,-0.023706,0.009913,-2.25308,-2.04188,-0.607491
26,3,25005,0.310038,0.479878,0.46052,0.297074,1.66992,4.95813,0.439423,0.580395,0.471497,0.425231,0.374036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011793,-0.022005,-0.003983,-2.24229,-1.98245,-0.613369
27,3,25007,0.361322,0.497153,0.484818,0.351936,1.66992,4.95813,0.440754,0.581002,0.466905,0.425067,0.373433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017217,-0.025145,-0.066322,-2.3094,-1.9772,-0.879264
28,3,25009,0.350921,0.465618,0.473833,0.342275,1.66992,4.95812,0.440148,0.580242,0.463703,0.421671,0.365598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017412,-0.024966,-0.066593,-2.33306,-1.93099,-0.904808
29,3,25010,0.344529,0.514077,0.490856,0.333037,1.66992,4.9582,0.438951,0.582171,0.454596,0.42131,0.366998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007675,-0.021944,0.009351,-2.25458,-1.98589,-0.588059
30,3,25012,0.326232,0.477108,0.463075,0.333574,1.66992,4.95805,0.440091,0.581721,0.456999,0.42133,0.367136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011137,-0.026371,-0.068518,-2.3042,-2.0221,-0.869956
