NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,49463,0.331339,0.480858,0.456797,0.472229,1.66992,4.95812,0.440595,0.580412,0.338639,0.30679,0.387266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006536,-0.014243,-0.045581,-3.24045,-2.6461,-0.533426
2,3,49464,0.321236,0.475357,0.447139,0.431391,1.66992,4.95819,0.441771,0.581332,0.340771,0.305867,0.375348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005607,0.00932,-0.0249,-3.42111,-2.61564,-0.66661
3,3,49466,0.306473,0.475776,0.432787,0.452816,1.66992,4.95815,0.441477,0.580368,0.343445,0.305504,0.385191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001383,-0.004337,-0.043599,-3.15586,-2.86732,-0.574938
4,3,49468,0.324385,0.467172,0.443589,0.474197,1.66992,4.95817,0.44028,0.580122,0.343832,0.310069,0.386189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01244,0.008724,0.00107,-3.59978,-2.43948,-0.630414
5,3,49469,0.316058,0.47115,0.461773,0.484064,1.66992,4.95812,0.44146,0.581037,0.342246,0.312831,0.39199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000312,-0.008728,-0.037119,-3.04503,-2.50682,-0.598997
6,3,49471,0.298348,0.449721,0.448085,0.476014,1.66992,4.95816,0.439517,0.580565,0.339962,0.315705,0.397369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008553,-0.004991,-0.026648,-3.35943,-2.67379,-0.590068
7,3,49473,0.322843,0.466557,0.47246,0.463329,1.66992,4.95805,0.439388,0.579953,0.339994,0.313379,0.402398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173,-0.003262,-0.024989,-3.31096,-2.63957,-0.624487
8,3,49474,0.313908,0.451146,0.462396,0.486976,1.66992,4.95812,0.440775,0.580763,0.342558,0.315652,0.40269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008215,-0.002363,-0.040167,-3.26827,-2.67497,-0.606883
9,3,49476,0.298342,0.458686,0.42455,0.454979,1.66992,4.95815,0.440526,0.580831,0.34136,0.31126,0.393926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000288,-0.011843,-0.026782,-3.27632,-2.68419,-0.61778
10,3,49478,0.356537,0.495776,0.443749,0.474213,1.66992,4.95808,0.439866,0.58185,0.337128,0.311118,0.390469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002399,-0.006009,-0.0378,-3.20302,-2.73362,-0.634894
11,3,49479,0.311731,0.460038,0.42401,0.462895,1.66992,4.95812,0.440971,0.58108,0.336492,0.310777,0.385914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006028,-0.008514,-0.042237,-3.26795,-2.77079,-0.615433
12,3,49481,0.315154,0.490202,0.431319,0.47552,1.66992,4.95814,0.442005,0.580974,0.33892,0.312108,0.376688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001677,0.003472,-0.031242,-3.2699,-2.72817,-0.598136
13,3,49483,0.311812,0.483971,0.429096,0.476883,1.66992,4.95813,0.439934,0.582302,0.34327,0.309962,0.382536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002107,-0.01005,-0.038537,-3.27737,-2.64169,-0.596668
