NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,401,0.459669,0.725037,-0.0547128,1.14414,0.823666,0.705887,0.235181,0.240813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008193,0.019134,-0.02684,0.192514,-0.092153,-0.032648
2,3,403,0.454207,0.733338,-0.0588513,1.1262,0.862733,0.705885,0.234779,0.241222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005658,0.022633,-0.037996,0.151701,-0.112793,-0.003599
3,3,404,0.459519,0.706847,-0.0678624,1.10853,0.862733,0.705881,0.233975,0.241222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010108,0.018359,-0.036056,0.175462,-0.110367,0.058433
4,3,406,0.459639,0.734973,-0.0399775,1.12481,0.862732,0.705885,0.238206,0.241183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005717,0.027726,-0.036054,0.182791,-0.08256,0.014439
5,3,408,0.463474,0.718044,-0.0529946,1.14095,0.823663,0.705886,0.239258,0.241222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009997,0.025257,-0.035888,0.205128,-0.13167,0.031464
6,3,409,0.44232,0.733883,-0.0445039,1.13497,0.823663,0.705885,0.237885,0.241222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016132,0.021782,-0.049295,0.221723,-0.191387,0.059876
7,3,411,0.466729,0.720347,-0.0609113,1.12845,0.862734,0.70589,0.237427,0.241222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166,0.025181,-0.031444,0.154537,-0.065703,0.004569
8,3,413,0.470663,0.720527,-0.047672,1.1458,0.823668,0.705888,0.236792,0.241222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004002,0.019413,-0.0449,0.194471,-0.080042,-0.003226
9,3,414,0.455665,0.71189,-0.057029,1.12449,0.823666,0.705882,0.234434,0.241222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011832,0.016832,-0.040334,0.141449,-0.136148,0.01482
10,3,414,0.455665,0.71189,-0.057029,1.12449,0.823666,0.705882,0.234434,0.241222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01177,0.021687,-0.036046,0.158671,-0.09815,-0.020776
11,3,418,0.454845,0.702659,-0.0438434,1.12841,0.862732,0.705881,0.235561,0.242628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001678,0.022936,-0.02936,0.140853,-0.036169,-0.004215
12,3,419,0.454472,0.727824,-0.0461132,1.14348,0.823663,0.70588,0.239061,0.242628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004002,0.019413,-0.0449,0.194471,-0.080042,-0.003226
13,3,421,0.469227,0.7261,-0.0466503,1.14319,0.862733,0.705885,0.2388,0.23887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005917,0.015844,-0.042639,0.147651,-0.107003,0.050243
14,3,422,0.454184,0.728476,-0.075588,1.12539,0.823662,0.705885,0.239105,0.242628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007849,0.016662,-0.044585,0.152763,-0.148987,0.014472
15,3,424,0.456887,0.727916,-0.0516282,1.12408,0.823659,0.705882,0.237579,0.242628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007859,0.014072,-0.042164,0.136864,-0.164567,0.004867
16,3,426,0.469453,0.71347,-0.0402097,1.12501,0.823661,0.70589,0.235291,0.242628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005953,0.02293,-0.044837,0.203466,-0.114049,0.023504
17,3,428,0.594128,0.709688,-0.0769868,1.15842,0.823655,0.705882,0.235112,0.242644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001738,0.022787,-0.040282,0.164962,-0.09587,0.023008
18,3,429,0.469474,0.720103,-0.0563614,1.12674,0.823666,0.705878,0.232532,0.242644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005779,0.023029,-0.036124,0.166637,-0.061013,-0.003248
19,3,431,0.478761,0.723793,-0.0392739,1.13737,0.862735,0.705878,0.233648,0.237472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016185,0.012097,-0.035784,0.149834,-0.171076,0.049196
20,3,433,0.438938,0.705407,-0.0687456,1.1177,0.823666,0.705882,0.236291,0.239563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01007,0.020763,-0.045015,0.202843,-0.116956,0.041784
21,3,434,0.461058,0.713985,-0.0625337,1.13217,0.823663,0.705879,0.236216,0.239563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4e-05,0.026717,-0.044962,0.226356,-0.076679,0.049972
22,3,436,0.449974,0.71049,-0.0636494,1.13202,0.823664,0.705889,0.236359,0.239563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015683,0.019119,-0.042487,0.130565,-0.18928,0.051064
