NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,345,0.607425,0.728197,0.0935728,1.27396,0.862782,0.705883,0.234326,0.236657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007374,0.021483,-0.062709,0.157977,-0.114864,-0.070734
2,3,347,0.619409,0.893359,0.0944061,1.2802,0.862784,0.705881,0.232988,0.236657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005479,0.015467,-0.040326,0.095716,-0.075038,-0.055927
3,3,348,0.592625,0.884212,0.0889135,1.24573,0.862809,0.705886,0.232912,0.236657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013974,0.013443,-0.031546,0.120604,-0.120006,0.040706
4,3,350,0.587871,0.897713,0.0828634,1.27775,0.862771,0.705873,0.232049,0.235748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011782,0.016805,-0.053748,0.166628,-0.135373,-0.036866
5,3,352,0.614998,0.711998,0.107034,1.28535,0.862779,0.666806,0.233666,0.235976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001973,0.022931,-0.049371,0.228571,-0.059747,-0.056224
6,3,354,0.591536,0.881283,0.083649,1.29656,0.862788,0.705879,0.232987,0.237463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000149,0.021744,-0.026978,0.145713,-0.062406,0.056905
7,3,355,0.603963,0.772354,0.0801088,1.292,0.862774,0.705875,0.233411,0.236499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005475,0.024942,-0.046982,0.166189,-0.096271,-0.073218
8,3,356,0.598696,0.890774,0.0808902,1.29043,0.862804,0.705892,0.234002,0.2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001915,0.022938,-0.047169,0.216116,-0.051992,-0.056261
9,3,359,0.59625,0.874979,0.0857234,1.25504,0.862784,0.705878,0.233819,0.237291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002063,0.013516,-0.033703,0.12047,-0.05105,0.066436
10,3,360,0.602882,0.880638,0.0845145,1.26729,0.862778,0.705878,0.233752,0.23819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011782,0.016805,-0.053748,0.166628,-0.135373,-0.036866
11,3,362,0.616724,0.887598,0.105916,1.30757,0.862771,0.705874,0.233556,0.237395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011597,0.014315,-0.053708,0.126529,-0.134517,-0.045373
12,3,364,0.591848,0.853031,0.0898402,1.264,0.862793,0.705878,0.234188,0.236511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003899,0.019381,-0.015898,0.118766,-0.050726,0.047141
13,3,365,0.598801,0.887298,0.115331,1.28765,0.862779,0.705876,0.232384,0.236511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007775,0.023791,-0.051384,0.209114,-0.125329,-0.064534
14,3,367,0.591165,0.864726,0.0816396,1.26744,0.862787,0.705873,0.232885,0.236183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001658,0.017931,-0.04699,0.148104,-0.073387,-0.047104
15,3,369,0.602565,0.862398,0.0836289,1.29807,0.862793,0.705877,0.233879,0.236989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008195,0.019294,-0.022391,0.168216,-0.121778,0.073651
16,3,370,0.612915,0.885639,0.10663,1.28234,0.86278,0.705882,0.233394,0.237471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005654,0.025252,-0.049421,0.193045,-0.082018,-0.046188
17,3,372,0.587986,0.861062,0.0882046,1.26614,0.862781,0.705878,0.234014,0.238016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009617,0.022645,-0.049289,0.177314,-0.106928,-0.081699
18,3,373,0.618359,0.855268,0.105727,1.27165,0.8628,0.70589,0.23391,0.23819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004282,0.021705,-0.020169,0.195254,-0.090193,0.055094
19,3,373,0.618359,0.855268,0.105727,1.27165,0.8628,0.70589,0.23391,0.23819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003458,0.02388,-0.055985,0.172293,-0.090876,-0.063194
20,3,377,0.434165,0.886846,0.117528,1.27894,0.86279,0.705874,0.233691,0.236561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005435,0.015692,-0.051684,0.109853,-0.066519,-0.054054
21,3,1,0.605747,0.857915,0.0842339,1.2745,0.86278,0.705875,0.232236,0.236053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004504,0.016769,-0.013284,0.189872,-0.092675,0.035608
22,3,3,10.435,26.0455,0.0937811,9.95876,0.862782,0.666808,0.234106,0.235983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000472,0.018079,-0.059474,0.149641,0.105803,-0.060122
23,3,5,4.28269,9.93351,0.104248,8.05992,0.862851,0.66679,0.282875,0.235983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025898,0.026139,-0.079129,0.23756,0.08962,0.142978
24,3,6,4.13835,9.61625,0.08493,8.06718,0.862859,0.705906,0.293913,0.235983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003113,0.018458,-0.025699,0.274491,-0.224957,0.095447
25,3,6,4.13835,9.61625,0.08493,8.06718,0.862859,0.705906,0.293913,0.235983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015611,0.024414,-0.052021,0.175887,-0.105398,-0.008599
26,3,6,4.13835,9.61625,0.08493,8.06718,0.862859,0.705906,0.293913,0.235983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006003,0.021395,-0.04332,0.206086,-0.317606,0.019591
27,3,8,6.21659,10.4042,0.103119,8.05518,0.901971,0.74511,0.331678,0.314854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018376,0.022222,-0.015105,0.198556,-0.252274,0.071611
28,3,9,8.44612,13.399,0.103595,8.05143,0.902008,0.745104,0.327638,0.313687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007833,0.01516,-0.054477,0.169222,0.001322,-0.070996
29,3,10,10.3601,13.6414,0.0834507,8.05402,0.902006,0.705998,0.325577,0.317082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009814,0.01281,-0.071305,0.180644,0.140088,-0.092653
30,3,11,10.9269,17.911,0.102735,7.91903,0.902087,0.706007,0.337473,0.334116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015614,0.019137,-0.049394,0.131681,0.156989,-0.004394
31,3,12,12.6676,18.4393,0.085918,7.90423,0.941175,0.745109,0.349016,0.34164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009254,0.018148,-0.06982,0.126237,0.241808,-0.098664
32,3,14,16.0847,25.1589,0.0984431,7.911,0.941213,0.745192,0.39238,0.372733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019676,0.01876,-0.055749,0.154543,0.087036,-0.031048
33,3,14,16.0847,25.1589,0.0984431,7.911,0.941213,0.745192,0.39238,0.372733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024023,0.019748,-0.031935,0.159527,-0.136012,0.05105
34,3,14,16.0847,25.1589,0.0984431,7.911,0.941213,0.745192,0.39238,0.372733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011469,0.019777,-0.056592,0.135099,-0.072506,0.001226
35,3,18,25.1293,29.8681,0.10326,16.0449,0.980496,0.823616,0.484453,0.452375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036179,0.016585,-0.055772,0.215844,-0.315415,-0.009724
36,3,20,30.7381,33.8538,0.108273,20.2761,1.01962,0.823659,0.514721,0.474731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037942,0.018428,-0.047726,0.165641,0.116929,-0.020271
37,3,21,30.3331,35.0555,0.0423672,23.2848,1.01967,0.86274,0.529792,0.47913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021097,0.011641,-0.081772,0.087544,0.288917,-0.147456
38,3,23,32.5157,38.1402,0.100358,26.5969,1.01974,0.862802,0.573032,0.50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039529,0.009603,-0.080853,0.125103,0.040199,-0.087235
39,3,25,36.883,42.8827,-0.0653967,35.4624,1.05891,0.901961,0.612504,0.521851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033804,0.018749,-0.056874,0.155142,0.135862,0.034741
40,3,25,36.883,42.8827,-0.0653967,35.4624,1.05891,0.901961,0.612504,0.521851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033425,0.015027,-0.09378,0.158804,0.289651,-0.081779
41,3,27,41.601,50.9346,0.0844925,39.3834,1.09814,0.941244,0.666795,0.585205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037609,0.015857,-0.087697,0.175713,0.030941,-0.024256
42,3,29,44.8839,55.3566,0.0978613,40.5348,1.1373,0.980437,0.745166,0.631421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039602,0.017445,-0.065788,0.135165,0.092987,0.018856
43,3,30,45.1245,53.2205,0.0880599,47.3131,1.13737,0.980508,0.784335,0.627558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043227,0.017415,-0.090601,0.148595,0.123822,-0.136668
44,3,30,45.1245,53.2205,0.0880599,47.3131,1.13737,0.980508,0.784335,0.627558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059285,0.013042,-0.099925,0.135137,0.062905,-0.09801
45,3,31,48.8333,54.4857,0.101595,46.2113,1.17659,1.01974,0.823601,0.666739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043616,0.014485,-0.067522,0.129673,0.015208,-0.01744
46,3,34,52.7524,60.3003,0.120538,59.1946,1.21571,1.05883,0.862776,0.705879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056703,0.012719,-0.112081,0.046965,0.478438,-0.034202
47,3,36,54.2255,65.0446,0.0895822,58.3814,1.21578,1.05884,0.902016,0.705966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04944,0.015013,-0.125101,0.19794,0.456234,-0.053788
48,3,36,54.2255,65.0446,0.0895822,58.3814,1.21578,1.05884,0.902016,0.705966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047565,0.013622,-0.100368,0.163846,0.481184,-0.048563
49,3,38,54.5807,67.1318,0.107469,59.1917,1.2549,1.05893,0.980492,0.784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061157,0.015758,-0.11932,0.165196,0.24059,-0.127292
50,3,40,54.6095,73.4191,0.0987198,66.7996,1.27716,1.09808,1.05889,0.823565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046701,0.011654,-0.107746,0.064623,0.298276,-0.1561
51,3,41,54.6114,72.599,0.118256,67.2511,1.27716,1.09809,1.09811,0.862734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059212,0.01695,-0.090303,0.121824,0.281277,-0.086402
52,3,42,55.2038,76.6737,0.107086,70.5218,1.27716,1.09811,1.17651,0.901983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053241,0.012349,-0.116098,0.168829,0.183067,-0.193026
53,3,44,55.2641,83.4448,0.0805708,76.6795,1.27716,1.09813,1.21574,0.902094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052894,0.008329,-0.119136,0.094741,0.290349,-0.180934
54,3,45,55.5776,84.6171,0.0964934,77.0469,1.27716,1.09812,1.2549,0.941224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053112,0.01443,-0.10701,0.132033,0.469417,-0.162111
55,3,46,55.4125,83.7183,0.100135,78.822,1.27716,1.09807,1.31375,0.980431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056848,0.009337,-0.129025,0.10146,0.372164,-0.150428
56,3,48,55.2547,89.7811,0.108149,83.5316,1.27716,1.09809,1.39188,1.01961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04441,0.005107,-0.134063,0.025725,0.52373,-0.165976
