NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,1362,-0.302817,-0.315214,-0.310165,0.0168894,1.55289,0.862831,0.627466,0.409037,0.387932,0.958493,0.322154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1363,-0.321498,-0.321253,-0.301023,-0.0201922,1.55289,0.862834,0.627469,0.40879,0.38782,0.951533,0.3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1365,-0.310145,-0.308319,-0.319834,0.0107915,1.55289,0.862829,0.627467,0.408007,0.39198,0.943567,0.317793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1366,-0.300157,-0.312904,-0.304832,0.0295263,1.59195,0.862802,0.627469,0.408284,0.392137,0.936216,0.31422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,1368,-0.301573,-0.307348,-0.289592,0.00731535,1.55289,0.862829,0.627465,0.409006,0.393868,0.931559,0.30316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,1370,-0.305125,-0.314397,-0.311951,0.00826519,1.59435,0.862824,0.627468,0.408778,0.396203,0.929958,0.307363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1372,-0.304886,-0.319447,-0.304012,0.0278149,1.59195,0.862809,0.62747,0.408518,0.395519,0.933694,0.314685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1373,-0.318253,-0.329429,-0.292433,0.0170812,1.59195,0.862805,0.627469,0.408924,0.391536,0.930975,0.323439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,1374,-0.304997,-0.302409,-0.302162,0.0296379,1.55289,0.86283,0.627463,0.408254,0.394735,0.937951,0.315323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,1374,-0.304997,-0.302409,-0.302162,0.0296379,1.55289,0.86283,0.627463,0.408254,0.394735,0.937951,0.315323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,1378,-0.310357,-0.304681,-0.319637,0.0196341,1.59195,0.862805,0.627474,0.409922,0.396993,0.930275,0.310152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,1380,-0.336992,-0.297311,-0.315566,0.0290832,1.55289,0.862834,0.627471,0.407733,0.3979,0.936814,0.30651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,1382,-0.322286,-0.321065,-0.325243,-0.0187769,1.59435,0.862832,0.627471,0.409837,0.39873,0.931919,0.277579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,1383,-0.313858,-0.315613,-0.300696,0.0401658,1.59435,0.862826,0.627472,0.408549,0.396781,0.932506,0.286074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,1385,-0.316922,-0.313148,-0.323406,0.0398157,1.59435,0.862816,0.627463,0.409764,0.392686,0.929548,0.287799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,1387,-0.297183,-0.313695,-0.310325,0.0127358,1.59195,0.8628,0.627467,0.408622,0.389979,0.941878,0.28969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3,1388,-0.306791,-0.326466,-0.313233,0.0101431,1.59435,0.86283,0.627466,0.408819,0.390725,0.944746,0.289049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
