NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,1739,49.7837,74.4576,-0.0546526,-0.0410835,1.99484,1.30887,1.47717,1.17647,0.481449,1.01731,0.342881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1741,49.9375,74.4619,-0.0390672,-0.0309824,1.97388,1.30887,1.47717,1.17647,0.484674,1.0133,0.350841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1741,49.9375,74.4619,-0.0390672,-0.0309824,1.97388,1.30887,1.47717,1.17647,0.484674,1.0133,0.350841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1743,49.7827,74.2893,-0.0501129,-0.029988,1.9772,1.30887,1.47717,1.17646,0.490047,1.00557,0.346715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,1745,49.7394,74.11,-0.0657303,-0.0396895,1.94272,1.30887,1.47717,1.17646,0.487713,1.00499,0.355368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,1745,49.7394,74.11,-0.0657303,-0.0396895,1.94272,1.30887,1.47717,1.17646,0.487713,1.00499,0.355368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,1747,49.8964,75.3415,-0.0428469,-0.0581624,1.94238,1.30887,1.47717,1.17647,0.486799,1.00114,0.339204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1749,49.9497,75.3669,-0.0273593,-0.0156805,1.99653,1.30887,1.47717,1.17651,0.487569,1.00988,0.329459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,1751,50.0896,75.5417,-0.0536059,-0.0641299,1.97675,1.30887,1.47717,1.17652,0.487781,1.00807,0.326327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,1751,50.0896,75.5417,-0.0536059,-0.0641299,1.97675,1.30887,1.47717,1.17652,0.487781,1.00807,0.326327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,1753,50.4253,75.7464,-0.0376234,-0.0346474,1.97757,1.30887,1.47717,1.17652,0.490764,1.0035,0.325302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
