NUM,ID,STAMP,Pressure_IP,Pressure_MCPB,Pressure_MCPAL,Pressure_MCPAR,EGaIn_DIP,EGaIn_PIP,EGaIn_MCPL,EGaIn_MCPR,FORCE1,FORCE2,FORCE3,FORCE4,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z,T_Force_X,T_Force_Y,T_Force_Z,T_Torque_X,T_Torque_Y,T_Torque_Z
1,3,294,-0.144051,-0.157823,0.153056,-0.174395,1.59195,0.901983,0.62755,0.427602,0.39011,0.931931,0.396907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,296,-0.157772,-0.151889,0.147761,-0.156075,1.59195,0.901979,0.627552,0.428367,0.388245,0.94179,0.384064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,298,-0.147479,-0.163198,0.158708,-0.163136,1.59195,0.90197,0.627543,0.427545,0.38214,0.947272,0.396125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,299,-0.167449,-0.175954,0.143778,-0.166584,1.59195,0.901957,0.62755,0.427274,0.380181,0.946322,0.397089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,301,-0.155919,-0.145137,0.181797,-0.170509,1.55289,0.901981,0.62755,0.42698,0.372599,0.945443,0.384013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,303,-0.146855,-0.164417,0.16566,-0.156079,1.59195,0.901984,0.627548,0.427118,0.380118,0.94019,0.389268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,304,-0.163456,-0.177584,0.139267,-0.177589,1.59195,0.901972,0.627552,0.42895,0.384244,0.940974,0.384252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,306,-0.14407,-0.15327,0.16697,-0.174941,1.59195,0.901988,0.627551,0.428443,0.386145,0.937434,0.379525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,308,-0.159284,-0.169877,0.180906,-0.252302,1.59195,0.901985,0.627545,0.427593,0.386671,0.93276,0.361824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,309,-0.15523,-0.168774,0.146625,-0.16841,1.59195,0.90198,0.627546,0.428317,0.389408,0.931742,0.364443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,311,-0.173176,-0.176009,0.157929,-0.171727,1.59195,0.901986,0.627547,0.426328,0.379049,0.923933,0.350603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,313,-0.1666,-0.177385,0.154359,-0.186589,1.59195,0.901974,0.627552,0.427203,0.386663,0.920578,0.343038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
