NUM,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z
749,-0.349159,301.449,-3.67889,-17.5986,67.2195,-2.67139,-0.648001,-66.5807,-0.137592,-76.8691,-4.90305,2.93935,21.2737,-92.7429,-0.572498,-5.39963,-50.1767,-3.30845
750,-0.317839,301.472,-3.83906,-17.2393,67.5802,-3.20404,-0.57318,-66.6881,0.0038151,-77.6364,-4.85399,3.10009,20.8954,-92.5979,-0.194788,-5.13542,-50.6736,-2.68039
751,-0.317839,301.472,-3.83906,-17.2393,67.5802,-3.20404,-0.57318,-66.6881,0.0038151,-77.6364,-4.85399,3.10009,20.8954,-92.5979,-0.194788,-5.13542,-50.6736,-2.68039
752,-0.317839,301.472,-3.83906,-17.2393,67.5802,-3.20404,-0.57318,-66.6881,0.0038151,-77.6364,-4.85399,3.10009,20.8954,-92.5979,-0.194788,-5.13542,-50.6736,-2.68039
753,-0.308827,301.393,-3.69358,-17.3282,67.8224,-3.04641,-0.781607,-66.5369,0.09716,-77.4979,-5.10559,3.45754,21.287,-92.8606,-0.436191,-5.30383,-50.4115,-3.10116
754,-0.308827,301.393,-3.69358,-17.3282,67.8224,-3.04641,-0.781607,-66.5369,0.09716,-77.4979,-5.10559,3.45754,21.287,-92.8606,-0.436191,-5.30383,-50.4115,-3.10116
755,-0.211968,301.402,-3.59078,-17.7051,67.4713,-2.82703,-0.588327,-66.5493,0.0334458,-77.0543,-4.76228,2.77666,21.0729,-92.8674,-0.539639,-5.2552,-50.4929,-2.88056
756,-0.211968,301.402,-3.59078,-17.7051,67.4713,-2.82703,-0.588327,-66.5493,0.0334458,-77.0543,-4.76228,2.77666,21.0729,-92.8674,-0.539639,-5.2552,-50.4929,-2.88056
757,-0.387649,301.384,-3.62663,-17.8162,67.7712,-2.52454,-0.568708,-66.6381,0.0146979,-77.4417,-4.571,2.65911,20.9908,-92.75,-0.247845,-5.10678,-50.8286,-2.56681
758,-0.387649,301.384,-3.62663,-17.8162,67.7712,-2.52454,-0.568708,-66.6381,0.0146979,-77.4417,-4.571,2.65911,20.9908,-92.75,-0.247845,-5.10678,-50.8286,-2.56681
759,-0.351346,301.349,-3.53419,-17.6012,67.8424,-2.64423,-0.710225,-66.5582,0.0516844,-77.2771,-4.99342,3.11937,21.0425,-92.7822,-0.305749,-5.24812,-50.3901,-3.05641
760,-0.351346,301.349,-3.53419,-17.6012,67.8424,-2.64423,-0.710225,-66.5582,0.0516844,-77.2771,-4.99342,3.11937,21.0425,-92.7822,-0.305749,-5.24812,-50.3901,-3.05641
761,-0.351346,301.349,-3.53419,-17.6012,67.8424,-2.64423,-0.710225,-66.5582,0.0516844,-77.2771,-4.99342,3.11937,21.0425,-92.7822,-0.305749,-5.24812,-50.3901,-3.05641
762,-0.411856,301.533,-3.61019,-17.7235,67.2956,-2.40447,-0.539939,-66.6215,-0.0552569,-77.1696,-4.40943,2.5621,21.2684,-92.9627,-0.258717,-5.29433,-50.6365,-2.73938
763,-0.411856,301.533,-3.61019,-17.7235,67.2956,-2.40447,-0.539939,-66.6215,-0.0552569,-77.1696,-4.40943,2.5621,21.2684,-92.9627,-0.258717,-5.29433,-50.6365,-2.73938
764,-0.411856,301.533,-3.61019,-17.7235,67.2956,-2.40447,-0.539939,-66.6215,-0.0552569,-77.1696,-4.40943,2.5621,21.2684,-92.9627,-0.258717,-5.29433,-50.6365,-2.73938
765,-0.135395,301.612,-3.67269,-17.1108,67.8437,-3.53266,-0.925946,-66.6174,0.242516,-77.949,-5.45841,4.18324,21.0167,-92.8337,-0.480859,-5.27121,-50.2754,-3.19807
766,-0.135395,301.612,-3.67269,-17.1108,67.8437,-3.53266,-0.925946,-66.6174,0.242516,-77.949,-5.45841,4.18324,21.0167,-92.8337,-0.480859,-5.27121,-50.2754,-3.19807
767,-0.247758,301.537,-3.73311,-17.3237,67.5593,-3.06161,-0.681606,-66.7691,0.159189,-77.6798,-4.78465,3.32495,21.0667,-92.8112,-0.280964,-5.19681,-50.4877,-2.91234
768,-0.247758,301.537,-3.73311,-17.3237,67.5593,-3.06161,-0.681606,-66.7691,0.159189,-77.6798,-4.78465,3.32495,21.0667,-92.8112,-0.280964,-5.19681,-50.4877,-2.91234
769,-0.373845,301.437,-3.66314,-17.7017,67.436,-2.57765,-0.56812,-66.5615,-0.123586,-77.0559,-4.75907,2.80089,21.0673,-92.8157,-0.421197,-5.3438,-50.4346,-2.95727
770,-0.373845,301.437,-3.66314,-17.7017,67.436,-2.57765,-0.56812,-66.5615,-0.123586,-77.0559,-4.75907,2.80089,21.0673,-92.8157,-0.421197,-5.3438,-50.4346,-2.95727
771,-0.373845,301.437,-3.66314,-17.7017,67.436,-2.57765,-0.56812,-66.5615,-0.123586,-77.0559,-4.75907,2.80089,21.0673,-92.8157,-0.421197,-5.3438,-50.4346,-2.95727
772,-0.373845,301.437,-3.66314,-17.7017,67.436,-2.57765,-0.56812,-66.5615,-0.123586,-77.0559,-4.75907,2.80089,21.0673,-92.8157,-0.421197,-5.3438,-50.4346,-2.95727
773,-0.554322,301.612,-3.62715,-18.1778,66.7933,-1.83375,-0.655543,-66.6388,0.169511,-76.6272,-4.81748,2.74935,21.3865,-92.8695,-0.807286,-5.38137,-49.9208,-3.62667
774,-0.554322,301.612,-3.62715,-18.1778,66.7933,-1.83375,-0.655543,-66.6388,0.169511,-76.6272,-4.81748,2.74935,21.3865,-92.8695,-0.807286,-5.38137,-49.9208,-3.62667
775,-0.456538,301.628,-3.68277,-17.9748,67.2938,-2.20732,-0.603084,-66.7221,0.0643427,-77.3486,-4.67675,2.90242,20.9584,-92.7219,-0.242175,-5.23304,-50.4252,-3.02375
776,-0.456538,301.628,-3.68277,-17.9748,67.2938,-2.20732,-0.603084,-66.7221,0.0643427,-77.3486,-4.67675,2.90242,20.9584,-92.7219,-0.242175,-5.23304,-50.4252,-3.02375
777,-0.325104,301.416,-3.68674,-17.6502,67.4445,-2.70354,-0.781988,-66.6713,0.0401041,-77.1145,-5.13402,3.40414,21.4456,-92.7841,-0.560632,-5.3287,-50.0323,-3.47331
778,-0.325104,301.416,-3.68674,-17.6502,67.4445,-2.70354,-0.781988,-66.6713,0.0401041,-77.1145,-5.13402,3.40414,21.4456,-92.7841,-0.560632,-5.3287,-50.0323,-3.47331
779,-0.21784,301.523,-3.75553,-16.9964,67.627,-3.33135,-0.889848,-66.669,0.0991994,-77.6296,-5.03578,3.82203,21.2775,-92.8901,-0.370551,-5.4019,-50.2252,-3.31965
780,-0.21784,301.523,-3.75553,-16.9964,67.627,-3.33135,-0.889848,-66.669,0.0991994,-77.6296,-5.03578,3.82203,21.2775,-92.8901,-0.370551,-5.4019,-50.2252,-3.31965
781,-0.21784,301.523,-3.75553,-16.9964,67.627,-3.33135,-0.889848,-66.669,0.0991994,-77.6296,-5.03578,3.82203,21.2775,-92.8901,-0.370551,-5.4019,-50.2252,-3.31965
782,-0.322133,301.615,-3.7313,-17.2087,66.8923,-2.96022,-0.647835,-66.7289,0.0200842,-77.1042,-4.46681,2.79325,21.3511,-92.8557,-0.560341,-5.28903,-50.441,-3.04015
783,-0.322133,301.615,-3.7313,-17.2087,66.8923,-2.96022,-0.647835,-66.7289,0.0200842,-77.1042,-4.46681,2.79325,21.3511,-92.8557,-0.560341,-5.28903,-50.441,-3.04015
784,-0.275046,301.501,-3.73858,-17.3295,67.4626,-3.07427,-0.696012,-66.7063,0.0548781,-77.5064,-4.66369,3.08035,21.1853,-92.7171,-0.568636,-5.1953,-50.6269,-2.82174
785,-0.275046,301.501,-3.73858,-17.3295,67.4626,-3.07427,-0.696012,-66.7063,0.0548781,-77.5064,-4.66369,3.08035,21.1853,-92.7171,-0.568636,-5.1953,-50.6269,-2.82174
786,-0.275046,301.501,-3.73858,-17.3295,67.4626,-3.07427,-0.696012,-66.7063,0.0548781,-77.5064,-4.66369,3.08035,21.1853,-92.7171,-0.568636,-5.1953,-50.6269,-2.82174
787,-0.243198,301.474,-3.76081,-17.0465,67.5726,-3.37312,-0.913363,-66.6332,0.0916123,-77.3932,-5.49515,4.02981,21.4023,-92.8562,-0.600893,-5.42448,-49.8698,-3.66283
788,-0.243198,301.474,-3.76081,-17.0465,67.5726,-3.37312,-0.913363,-66.6332,0.0916123,-77.3932,-5.49515,4.02981,21.4023,-92.8562,-0.600893,-5.42448,-49.8698,-3.66283
789,-0.249792,301.401,-3.66904,-17.4905,67.5388,-2.98172,-0.780203,-66.5555,0.188037,-77.1367,-5.2409,3.41465,21.2137,-92.804,-0.458739,-5.30657,-50.077,-3.41059
790,-0.249792,301.401,-3.66904,-17.4905,67.5388,-2.98172,-0.780203,-66.5555,0.188037,-77.1367,-5.2409,3.41465,21.2137,-92.804,-0.458739,-5.30657,-50.077,-3.41059
791,-0.249792,301.401,-3.66904,-17.4905,67.5388,-2.98172,-0.780203,-66.5555,0.188037,-77.1367,-5.2409,3.41465,21.2137,-92.804,-0.458739,-5.30657,-50.077,-3.41059
792,-0.180379,301.562,-3.74881,-17.1707,67.3674,-3.34265,-0.807636,-66.7432,0.0689807,-77.4972,-4.90732,3.4359,21.2914,-92.7688,-0.615385,-5.27243,-50.3365,-3.18847
793,-0.180379,301.562,-3.74881,-17.1707,67.3674,-3.34265,-0.807636,-66.7432,0.0689807,-77.4972,-4.90732,3.4359,21.2914,-92.7688,-0.615385,-5.27243,-50.3365,-3.18847
794,-0.426844,301.517,-3.76595,-17.5065,67.197,-2.74643,-0.659912,-66.5552,-0.0305852,-77.0351,-4.7876,2.96766,21.1982,-92.979,-0.27956,-5.37968,-50.3297,-3.08445
795,-0.426844,301.517,-3.76595,-17.5065,67.197,-2.74643,-0.659912,-66.5552,-0.0305852,-77.0351,-4.7876,2.96766,21.1982,-92.979,-0.27956,-5.37968,-50.3297,-3.08445
796,-0.468708,301.509,-3.55917,-18.3278,67.0991,-1.78899,-0.485936,-66.5958,-0.0512291,-76.6873,-4.53194,2.38402,21.1067,-92.8138,-0.33368,-5.36083,-50.2826,-3.13873
797,-0.468708,301.509,-3.55917,-18.3278,67.0991,-1.78899,-0.485936,-66.5958,-0.0512291,-76.6873,-4.53194,2.38402,21.1067,-92.8138,-0.33368,-5.36083,-50.2826,-3.13873
798,-0.468708,301.509,-3.55917,-18.3278,67.0991,-1.78899,-0.485936,-66.5958,-0.0512291,-76.6873,-4.53194,2.38402,21.1067,-92.8138,-0.33368,-5.36083,-50.2826,-3.13873
799,-0.235026,301.484,-3.79439,-17.2211,67.879,-3.37273,-0.68658,-66.6155,0.0543748,-77.9339,-4.65255,3.14722,20.8269,-92.7389,-0.257038,-5.11833,-51.0198,-2.36817
800,-0.235026,301.484,-3.79439,-17.2211,67.879,-3.37273,-0.68658,-66.6155,0.0543748,-77.9339,-4.65255,3.14722,20.8269,-92.7389,-0.257038,-5.11833,-51.0198,-2.36817
801,-0.335768,301.453,-3.55204,-17.731,67.4475,-2.45821,-0.711048,-66.6299,-0.0535135,-77.0628,-4.84733,3.04209,21.4475,-92.8646,-0.510142,-5.35803,-50.2414,-3.30341
802,-0.335768,301.453,-3.55204,-17.731,67.4475,-2.45821,-0.711048,-66.6299,-0.0535135,-77.0628,-4.84733,3.04209,21.4475,-92.8646,-0.510142,-5.35803,-50.2414,-3.30341
803,-0.335768,301.453,-3.55204,-17.731,67.4475,-2.45821,-0.711048,-66.6299,-0.0535135,-77.0628,-4.84733,3.04209,21.4475,-92.8646,-0.510142,-5.35803,-50.2414,-3.30341
804,-0.433097,301.545,-3.85616,-17.496,67.2155,-2.73169,-0.629663,-66.7128,0.0205039,-77.2765,-4.75343,3.0271,21.203,-92.7624,-0.631098,-5.30796,-50.3563,-3.13879
805,-0.433097,301.545,-3.85616,-17.496,67.2155,-2.73169,-0.629663,-66.7128,0.0205039,-77.2765,-4.75343,3.0271,21.203,-92.7624,-0.631098,-5.30796,-50.3563,-3.13879
806,-0.409943,301.667,-3.77863,-17.8541,67.1126,-2.48067,-0.715702,-66.6303,0.236289,-77.208,-5.05718,3.41405,21.2944,-92.9448,-0.576142,-5.39572,-50.0239,-3.41454
807,-0.409943,301.667,-3.77863,-17.8541,67.1126,-2.48067,-0.715702,-66.6303,0.236289,-77.208,-5.05718,3.41405,21.2944,-92.9448,-0.576142,-5.39572,-50.0239,-3.41454
808,-0.501617,301.611,-3.67956,-18.0172,66.7308,-2.00697,-0.460518,-66.6892,-0.0474774,-76.7175,-4.19305,2.13133,21.0399,-92.7581,-0.510727,-5.29147,-50.4757,-2.95215
809,-0.501617,301.611,-3.67956,-18.0172,66.7308,-2.00697,-0.460518,-66.6892,-0.0474774,-76.7175,-4.19305,2.13133,21.0399,-92.7581,-0.510727,-5.29147,-50.4757,-2.95215
810,-0.229515,301.525,-3.61223,-17.8472,67.4561,-2.62581,-0.687355,-66.5743,0.210519,-77.2265,-4.98725,3.28481,21.1493,-92.8831,-0.450598,-5.32723,-50.2173,-3.18312
811,-0.229515,301.525,-3.61223,-17.8472,67.4561,-2.62581,-0.687355,-66.5743,0.210519,-77.2265,-4.98725,3.28481,21.1493,-92.8831,-0.450598,-5.32723,-50.2173,-3.18312
812,-0.229515,301.525,-3.61223,-17.8472,67.4561,-2.62581,-0.687355,-66.5743,0.210519,-77.2265,-4.98725,3.28481,21.1493,-92.8831,-0.450598,-5.32723,-50.2173,-3.18312
813,-0.425772,301.552,-3.70397,-17.7142,66.8704,-2.39871,-0.359042,-66.7172,0.128529,-77.0116,-4.07539,1.94208,21.0296,-92.7157,-0.696635,-5.09616,-50.7699,-2.58406
814,-0.425772,301.552,-3.70397,-17.7142,66.8704,-2.39871,-0.359042,-66.7172,0.128529,-77.0116,-4.07539,1.94208,21.0296,-92.7157,-0.696635,-5.09616,-50.7699,-2.58406
815,-0.252152,301.555,-3.57754,-17.6415,67.2604,-2.69787,-0.650178,-66.7417,0.137007,-77.225,-4.66802,2.94214,21.1091,-92.7042,-0.580022,-5.214,-50.3829,-3.06531
816,-0.252152,301.555,-3.57754,-17.6415,67.2604,-2.69787,-0.650178,-66.7417,0.137007,-77.225,-4.66802,2.94214,21.1091,-92.7042,-0.580022,-5.214,-50.3829,-3.06531
817,-0.252152,301.555,-3.57754,-17.6415,67.2604,-2.69787,-0.650178,-66.7417,0.137007,-77.225,-4.66802,2.94214,21.1091,-92.7042,-0.580022,-5.214,-50.3829,-3.06531
818,-0.252152,301.555,-3.57754,-17.6415,67.2604,-2.69787,-0.650178,-66.7417,0.137007,-77.225,-4.66802,2.94214,21.1091,-92.7042,-0.580022,-5.214,-50.3829,-3.06531
819,-0.339969,301.54,-3.7421,-17.7106,67.3495,-2.75124,-0.856833,-66.566,0.199245,-77.205,-5.19622,3.55004,21.3362,-92.8713,-0.643494,-5.34302,-50.1013,-3.4358
820,-0.339969,301.54,-3.7421,-17.7106,67.3495,-2.75124,-0.856833,-66.566,0.199245,-77.205,-5.19622,3.55004,21.3362,-92.8713,-0.643494,-5.34302,-50.1013,-3.4358
821,-0.309135,301.388,-3.56754,-17.4936,67.9723,-2.76164,-0.690047,-66.6203,0.0358274,-77.5398,-4.94305,3.33868,21.0111,-92.9182,-0.252172,-5.30616,-50.4444,-2.98508
822,-0.309135,301.388,-3.56754,-17.4936,67.9723,-2.76164,-0.690047,-66.6203,0.0358274,-77.5398,-4.94305,3.33868,21.0111,-92.9182,-0.252172,-5.30616,-50.4444,-2.98508
823,-0.368072,301.466,-3.68888,-17.7185,67.7652,-2.74982,-0.803331,-66.5365,0.244478,-77.4944,-5.44932,3.7148,21.1365,-92.7423,-0.487422,-5.2552,-50.1754,-3.29261
824,-0.368072,301.466,-3.68888,-17.7185,67.7652,-2.74982,-0.803331,-66.5365,0.244478,-77.4944,-5.44932,3.7148,21.1365,-92.7423,-0.487422,-5.2552,-50.1754,-3.29261
825,-0.202337,301.567,-3.82788,-16.8376,67.5203,-3.53043,-0.846235,-66.7314,0.241185,-77.738,-5.20673,3.98542,21.3559,-92.8414,-0.650881,-5.35802,-50.1081,-3.37746
826,-0.202337,301.567,-3.82788,-16.8376,67.5203,-3.53043,-0.846235,-66.7314,0.241185,-77.738,-5.20673,3.98542,21.3559,-92.8414,-0.650881,-5.35802,-50.1081,-3.37746
827,-0.202337,301.567,-3.82788,-16.8376,67.5203,-3.53043,-0.846235,-66.7314,0.241185,-77.738,-5.20673,3.98542,21.3559,-92.8414,-0.650881,-5.35802,-50.1081,-3.37746
828,-0.451643,301.419,-3.64982,-18.0981,67.2637,-2.17984,-0.525269,-66.5787,0.016538,-76.8364,-4.62295,2.47397,21.1325,-92.8162,-0.676893,-5.28492,-50.4189,-3.03001
829,-0.305887,301.463,-3.60099,-17.8849,67.4372,-2.42982,-0.629593,-66.6909,0.00461452,-77.1251,-4.71156,2.95331,21.2167,-92.7897,-0.695509,-5.32684,-50.2937,-3.10949
830,-0.305887,301.463,-3.60099,-17.8849,67.4372,-2.42982,-0.629593,-66.6909,0.00461452,-77.1251,-4.71156,2.95331,21.2167,-92.7897,-0.695509,-5.32684,-50.2937,-3.10949
831,-0.305887,301.463,-3.60099,-17.8849,67.4372,-2.42982,-0.629593,-66.6909,0.00461452,-77.1251,-4.71156,2.95331,21.2167,-92.7897,-0.695509,-5.32684,-50.2937,-3.10949
832,-0.107837,301.284,-3.73974,-16.9942,68.2225,-3.7386,-0.799542,-66.5119,0.147431,-77.7957,-5.45828,3.93673,21.1753,-92.8145,-0.415611,-5.27554,-50.4129,-2.97612
833,-0.107837,301.284,-3.73974,-16.9942,68.2225,-3.7386,-0.799542,-66.5119,0.147431,-77.7957,-5.45828,3.93673,21.1753,-92.8145,-0.415611,-5.27554,-50.4129,-2.97612
834,-0.312629,301.533,-3.84362,-17.5203,67.9693,-3.13749,-0.786534,-66.693,0.120111,-78.0783,-5.41325,3.99827,21.0762,-92.7721,-0.101807,-5.16694,-50.412,-2.97746
835,-0.312629,301.533,-3.84362,-17.5203,67.9693,-3.13749,-0.786534,-66.693,0.120111,-78.0783,-5.41325,3.99827,21.0762,-92.7721,-0.101807,-5.16694,-50.412,-2.97746
836,-0.330712,301.478,-3.6611,-17.6688,67.3712,-2.71496,-0.53176,-66.6949,0.14427,-77.4184,-4.16786,2.3017,20.9082,-92.7304,-0.55786,-4.98697,-51.0756,-2.31178
837,-0.330712,301.478,-3.6611,-17.6688,67.3712,-2.71496,-0.53176,-66.6949,0.14427,-77.4184,-4.16786,2.3017,20.9082,-92.7304,-0.55786,-4.98697,-51.0756,-2.31178
838,-0.330712,301.478,-3.6611,-17.6688,67.3712,-2.71496,-0.53176,-66.6949,0.14427,-77.4184,-4.16786,2.3017,20.9082,-92.7304,-0.55786,-4.98697,-51.0756,-2.31178
839,-0.241948,301.613,-3.7852,-17.2783,67.6882,-3.30086,-0.787347,-66.7182,0.274782,-77.9221,-5.43913,4.06099,21.2472,-92.7663,-0.67147,-5.25143,-50.1724,-3.23975
840,-0.241948,301.613,-3.7852,-17.2783,67.6882,-3.30086,-0.787347,-66.7182,0.274782,-77.9221,-5.43913,4.06099,21.2472,-92.7663,-0.67147,-5.25143,-50.1724,-3.23975
841,-0.301364,301.407,-3.81429,-17.5474,67.4027,-2.86631,-0.646107,-66.7167,0.219861,-77.3347,-4.71006,2.97015,21.1924,-92.6597,-0.872039,-5.14624,-50.4409,-3.00761
842,-0.301364,301.407,-3.81429,-17.5474,67.4027,-2.86631,-0.646107,-66.7167,0.219861,-77.3347,-4.71006,2.97015,21.1924,-92.6597,-0.872039,-5.14624,-50.4409,-3.00761
843,-0.301364,301.407,-3.81429,-17.5474,67.4027,-2.86631,-0.646107,-66.7167,0.219861,-77.3347,-4.71006,2.97015,21.1924,-92.6597,-0.872039,-5.14624,-50.4409,-3.00761
844,-0.313428,301.371,-3.77839,-17.3923,67.8816,-3.08722,-0.799233,-66.5571,0.307151,-77.5641,-5.40223,3.74058,21.0488,-92.8313,-0.56474,-5.24239,-50.1787,-3.29039
