NUM,DIP_Pitch,DIP_Yaw,DIP_Roll,DIP_X,DIP_Y,DIP_Z,PIP_Pitch,PIP_Yaw,PIP_Roll,PIP_X,PIP_Y,PIP_Z,MCP_Pitch,MCP_Yaw,MCP_Roll,MCP_X,MCP_Y,MCP_Z
616,2.80534,-26.2389,1.30054,-42.616,0.986356,-1.84652,2.04008,-32.4522,-1.01591,-45.0053,-38.0198,-4.4821,6.04989,-57.0349,4.95586,-1.75194,-49.0439,-0.229839
617,3.2391,-26.0637,1.06883,-41.9431,1.6835,-3.33525,1.83749,-32.5626,-0.874946,-45.135,-38.1678,-3.8937,6.415,-57.0265,4.69214,-1.86614,-48.9623,-0.468854
618,3.2391,-26.0637,1.06883,-41.9431,1.6835,-3.33525,1.83749,-32.5626,-0.874946,-45.135,-38.1678,-3.8937,6.415,-57.0265,4.69214,-1.86614,-48.9623,-0.468854
619,2.8026,-26.1235,1.01907,-42.2874,0.774246,-1.61565,1.99195,-32.4526,-0.86923,-44.9994,-37.8898,-4.55335,6.08906,-57.0635,4.67161,-1.78979,-49.0169,-0.236088
620,2.8026,-26.1235,1.01907,-42.2874,0.774246,-1.61565,1.99195,-32.4526,-0.86923,-44.9994,-37.8898,-4.55335,6.08906,-57.0635,4.67161,-1.78979,-49.0169,-0.236088
621,2.95835,-26.1167,1.24177,-42.3367,0.96365,-2.16774,1.64604,-32.454,-1.01714,-44.833,-38.2427,-3.50332,6.33856,-57.0589,4.47787,-2.07433,-48.772,-1.03986
622,2.95835,-26.1167,1.24177,-42.3367,0.96365,-2.16774,1.64604,-32.454,-1.01714,-44.833,-38.2427,-3.50332,6.33856,-57.0589,4.47787,-2.07433,-48.772,-1.03986
623,2.95835,-26.1167,1.24177,-42.3367,0.96365,-2.16774,1.64604,-32.454,-1.01714,-44.833,-38.2427,-3.50332,6.33856,-57.0589,4.47787,-2.07433,-48.772,-1.03986
624,3.05262,-26.0534,1.23039,-41.9591,1.37374,-2.73524,2.00799,-32.5795,-0.610026,-45.065,-37.8841,-4.48963,6.49671,-57.0704,4.29233,-2.01951,-48.802,-0.80132
625,3.05262,-26.0534,1.23039,-41.9591,1.37374,-2.73524,2.00799,-32.5795,-0.610026,-45.065,-37.8841,-4.48963,6.49671,-57.0704,4.29233,-2.01951,-48.802,-0.80132
626,3.26075,-26.0097,1.29899,-41.8959,1.57314,-3.61029,1.84991,-32.4736,-1.02983,-45.0169,-38.1926,-3.94814,6.06128,-57.0518,4.82199,-1.72299,-49.0554,-0.141826
627,3.26075,-26.0097,1.29899,-41.8959,1.57314,-3.61029,1.84991,-32.4736,-1.02983,-45.0169,-38.1926,-3.94814,6.06128,-57.0518,4.82199,-1.72299,-49.0554,-0.141826
628,2.94329,-26.1025,1.20663,-42.3481,0.795708,-2.08145,1.82584,-32.4018,-1.08199,-44.8294,-38.2093,-3.79415,6.22951,-57.0992,4.78365,-1.90982,-48.8881,-0.536289
629,2.94329,-26.1025,1.20663,-42.3481,0.795708,-2.08145,1.82584,-32.4018,-1.08199,-44.8294,-38.2093,-3.79415,6.22951,-57.0992,4.78365,-1.90982,-48.8881,-0.536289
630,2.94053,-26.2848,1.46965,-42.4132,1.4998,-2.70783,1.95489,-32.3448,-1.00733,-44.7609,-38.1164,-4.24382,6.26005,-57.1497,4.8735,-1.85109,-48.9303,-0.451652
631,2.94053,-26.2848,1.46965,-42.4132,1.4998,-2.70783,1.95489,-32.3448,-1.00733,-44.7609,-38.1164,-4.24382,6.26005,-57.1497,4.8735,-1.85109,-48.9303,-0.451652
632,2.94053,-26.2848,1.46965,-42.4132,1.4998,-2.70783,1.95489,-32.3448,-1.00733,-44.7609,-38.1164,-4.24382,6.26005,-57.1497,4.8735,-1.85109,-48.9303,-0.451652
633,3.10381,-26.155,0.999713,-42.1442,1.674,-3.08903,2.00237,-32.3806,-0.842816,-44.966,-38.3049,-4.19898,6.05207,-57.1483,4.92342,-1.72514,-49.0813,0.00019781
634,3.10381,-26.155,0.999713,-42.1442,1.674,-3.08903,2.00237,-32.3806,-0.842816,-44.966,-38.3049,-4.19898,6.05207,-57.1483,4.92342,-1.72514,-49.0813,0.00019781
635,2.9267,-26.1317,1.34544,-42.4748,1.06159,-2.38208,1.94895,-32.3563,-1.21725,-44.8654,-38.4547,-3.65984,6.02767,-57.1675,4.91624,-1.78731,-49.0356,-0.100219
636,2.9267,-26.1317,1.34544,-42.4748,1.06159,-2.38208,1.94895,-32.3563,-1.21725,-44.8654,-38.4547,-3.65984,6.02767,-57.1675,4.91624,-1.78731,-49.0356,-0.100219
637,2.9267,-26.1317,1.34544,-42.4748,1.06159,-2.38208,1.94895,-32.3563,-1.21725,-44.8654,-38.4547,-3.65984,6.02767,-57.1675,4.91624,-1.78731,-49.0356,-0.100219
638,2.9267,-26.1317,1.34544,-42.4748,1.06159,-2.38208,1.94895,-32.3563,-1.21725,-44.8654,-38.4547,-3.65984,6.02767,-57.1675,4.91624,-1.78731,-49.0356,-0.100219
639,2.9267,-26.1317,1.34544,-42.4748,1.06159,-2.38208,0.402717,-21.0455,0.80719,-44.9114,-37.0107,-6.37533,7.57391,-68.4784,2.8918,-1.74129,-50.4795,2.61527
640,2.9267,-26.1317,1.34544,-42.4748,1.06159,-2.38208,0.402717,-21.0455,0.80719,-44.9114,-37.0107,-6.37533,7.57391,-68.4784,2.8918,-1.74129,-50.4795,2.61527
641,3.55562,-33.5505,-0.410421,-45.7676,18.0995,-4.79868,0.609201,-40.2266,-1.03752,-53.8141,-34.123,0.306062,11.2652,-71.8057,4.19227,-3.38201,-49.6767,-1.20955
642,3.55562,-33.5505,-0.410421,-45.7676,18.0995,-4.79868,0.609201,-40.2266,-1.03752,-53.8141,-34.123,0.306062,11.2652,-71.8057,4.19227,-3.38201,-49.6767,-1.20955
643,3.55562,-33.5505,-0.410421,-45.7676,18.0995,-4.79868,0.609201,-40.2266,-1.03752,-53.8141,-34.123,0.306062,11.4121,-71.8249,4.14117,-3.42949,-49.6454,-1.39117
644,3.4101,-33.4444,-0.225936,-45.7331,17.4577,-4.08735,0.750721,-40.2886,-1.39441,-53.5873,-33.4974,-0.458692,11.4121,-71.8249,4.14117,-3.42949,-49.6454,-1.39117
645,3.4101,-33.4444,-0.225936,-45.7331,17.4577,-4.08735,0.750721,-40.2886,-1.39441,-53.5873,-33.4974,-0.458692,11.4121,-71.8249,4.14117,-3.42949,-49.6454,-1.39117
646,3.31937,-33.7724,-0.362583,-46.1378,17.7645,-3.80167,0.941112,-40.23,-1.09844,-53.5154,-33.4215,-1.02139,11.355,-71.7789,4.14816,-3.28782,-49.7037,-1.18901
647,3.31937,-33.7724,-0.362583,-46.1378,17.7645,-3.80167,0.941112,-40.23,-1.09844,-53.5154,-33.4215,-1.02139,11.355,-71.7789,4.14816,-3.28782,-49.7037,-1.18901
648,3.31937,-33.7724,-0.362583,-46.1378,17.7645,-3.80167,0.941112,-40.23,-1.09844,-53.5154,-33.4215,-1.02139,11.355,-71.7789,4.14816,-3.28782,-49.7037,-1.18901
649,3.28221,-33.6284,-0.234173,-46.3242,17.7041,-3.76862,0.593055,-40.2513,-0.809537,-53.7515,-33.9866,-0.145557,11.2707,-71.839,4.18895,-3.22806,-49.6754,-1.21476
650,3.41053,-33.5018,-0.594177,-45.3138,17.831,-4.40136,1.02646,-40.2895,-0.88176,-53.6991,-33.3842,-0.947537,11.2644,-71.9389,4.16181,-3.44197,-49.6111,-1.28179
651,3.41053,-33.5018,-0.594177,-45.3138,17.831,-4.40136,1.02646,-40.2895,-0.88176,-53.6991,-33.3842,-0.947537,11.2644,-71.9389,4.16181,-3.44197,-49.6111,-1.28179
652,3.41053,-33.5018,-0.594177,-45.3138,17.831,-4.40136,1.02646,-40.2895,-0.88176,-53.6991,-33.3842,-0.947537,11.2644,-71.9389,4.16181,-3.44197,-49.6111,-1.28179
653,3.33823,-33.5885,-0.342219,-45.9748,17.7564,-3.9349,0.726694,-40.2882,-0.901639,-53.6565,-33.8644,-0.0998865,11.3796,-71.858,3.75664,-3.48084,-49.4746,-1.58175
654,3.33823,-33.5885,-0.342219,-45.9748,17.7564,-3.9349,0.726694,-40.2882,-0.901639,-53.6565,-33.8644,-0.0998865,11.3796,-71.858,3.75664,-3.48084,-49.4746,-1.58175
655,3.31578,-33.5927,-0.239775,-45.9302,17.4921,-3.72203,0.929334,-40.2897,-1.10894,-53.5191,-33.4179,-0.810344,11.5113,-71.8026,4.04724,-3.45063,-49.5225,-1.52127
656,3.31578,-33.5927,-0.239775,-45.9302,17.4921,-3.72203,0.929334,-40.2897,-1.10894,-53.5191,-33.4179,-0.810344,11.5113,-71.8026,4.04724,-3.45063,-49.5225,-1.52127
657,3.31578,-33.5927,-0.239775,-45.9302,17.4921,-3.72203,0.929334,-40.2897,-1.10894,-53.5191,-33.4179,-0.810344,11.5113,-71.8026,4.04724,-3.45063,-49.5225,-1.52127
658,3.31578,-33.5927,-0.239775,-45.9302,17.4921,-3.72203,0.929334,-40.2897,-1.10894,-53.5191,-33.4179,-0.810344,11.5113,-71.8026,4.04724,-3.45063,-49.5225,-1.52127
659,3.01457,-33.471,-0.60989,-46.1263,16.5969,-2.33436,1.06797,-40.3973,-0.85862,-53.6627,-32.9433,-1.43365,11.6815,-71.8199,3.99827,-3.47241,-49.5432,-1.50121
660,3.31478,-33.4919,-0.27317,-45.7059,17.5171,-3.85237,0.641571,-40.3295,-0.913802,-53.4968,-33.7067,-0.173242,11.888,-71.8808,3.67193,-3.6231,-49.2383,-2.11
661,3.31478,-33.4919,-0.27317,-45.7059,17.5171,-3.85237,0.641571,-40.3295,-0.913802,-53.4968,-33.7067,-0.173242,11.888,-71.8808,3.67193,-3.6231,-49.2383,-2.11
662,3.31478,-33.4919,-0.27317,-45.7059,17.5171,-3.85237,0.641571,-40.3295,-0.913802,-53.4968,-33.7067,-0.173242,11.888,-71.8808,3.67193,-3.6231,-49.2383,-2.11
663,3.32766,-33.5881,-0.362869,-46.1186,17.4302,-3.58173,0.602411,-40.3804,-0.847026,-53.5747,-33.8469,0.0632307,11.6571,-71.8838,3.70557,-3.52319,-49.2492,-1.99444
664,3.32766,-33.5881,-0.362869,-46.1186,17.4302,-3.58173,0.602411,-40.3804,-0.847026,-53.5747,-33.8469,0.0632307,11.6571,-71.8838,3.70557,-3.52319,-49.2492,-1.99444
665,3.47625,-33.6363,-0.586068,-45.3672,18.2734,-4.70045,0.676585,-40.3047,-0.907095,-53.6893,-33.6855,-0.234396,11.7783,-71.9181,4.2323,-3.539,-49.4627,-1.73513
666,3.47625,-33.6363,-0.586068,-45.3672,18.2734,-4.70045,0.676585,-40.3047,-0.907095,-53.6893,-33.6855,-0.234396,11.7783,-71.9181,4.2323,-3.539,-49.4627,-1.73513
667,3.47625,-33.6363,-0.586068,-45.3672,18.2734,-4.70045,0.676585,-40.3047,-0.907095,-53.6893,-33.6855,-0.234396,11.7783,-71.9181,4.2323,-3.539,-49.4627,-1.73513
668,3.39631,-33.4978,-0.555725,-45.6045,17.5761,-4.04448,0.954161,-40.4501,-0.826891,-53.888,-33.3171,-0.914611,11.4852,-71.7661,3.90333,-3.34978,-49.6439,-1.30632
669,3.49587,-33.6627,-0.361025,-45.7107,18.2739,-4.69244,0.764547,-40.2854,-0.897144,-53.7198,-33.898,-0.13091,11.3328,-71.8585,3.82414,-3.40634,-49.5589,-1.38253
670,3.49587,-33.6627,-0.361025,-45.7107,18.2739,-4.69244,0.764547,-40.2854,-0.897144,-53.7198,-33.898,-0.13091,11.3328,-71.8585,3.82414,-3.40634,-49.5589,-1.38253
671,3.49587,-33.6627,-0.361025,-45.7107,18.2739,-4.69244,0.764547,-40.2854,-0.897144,-53.7198,-33.898,-0.13091,11.3328,-71.8585,3.82414,-3.40634,-49.5589,-1.38253
672,3.32905,-33.5959,-0.469804,-46.0636,17.4749,-3.58315,0.957001,-40.3619,-0.880811,-53.7616,-33.4195,-0.778794,11.3039,-71.8589,4.1841,-3.40651,-49.5784,-1.33958
673,3.32905,-33.5959,-0.469804,-46.0636,17.4749,-3.58315,0.957001,-40.3619,-0.880811,-53.7616,-33.4195,-0.778794,11.3039,-71.8589,4.1841,-3.40651,-49.5784,-1.33958
674,3.23152,-33.6047,-0.464622,-45.9233,17.4379,-3.39848,0.916671,-40.3309,-0.720604,-53.6248,-33.3067,-0.959105,11.3951,-71.7902,3.93051,-3.44314,-49.4882,-1.53192
675,3.23152,-33.6047,-0.464622,-45.9233,17.4379,-3.39848,0.916671,-40.3309,-0.720604,-53.6248,-33.3067,-0.959105,11.3951,-71.7902,3.93051,-3.44314,-49.4882,-1.53192
676,3.50672,-33.6182,-0.394372,-45.4881,18.0385,-4.58504,0.914741,-40.2779,-0.896521,-53.5988,-33.4566,-0.714393,11.509,-71.8572,3.6676,-3.48664,-49.5646,-1.41517
677,3.50672,-33.6182,-0.394372,-45.4881,18.0385,-4.58504,0.914741,-40.2779,-0.896521,-53.5988,-33.4566,-0.714393,11.509,-71.8572,3.6676,-3.48664,-49.5646,-1.41517
678,3.50672,-33.6182,-0.394372,-45.4881,18.0385,-4.58504,0.914741,-40.2779,-0.896521,-53.5988,-33.4566,-0.714393,11.509,-71.8572,3.6676,-3.48664,-49.5646,-1.41517
679,3.23172,-33.5761,-0.290812,-45.9488,17.256,-3.26736,0.775308,-40.2692,-0.867041,-53.3654,-33.3583,-0.671349,11.7619,-71.8978,3.85155,-3.67974,-49.2316,-2.06726
680,3.23172,-33.5761,-0.290812,-45.9488,17.256,-3.26736,0.775308,-40.2692,-0.867041,-53.3654,-33.3583,-0.671349,11.7619,-71.8978,3.85155,-3.67974,-49.2316,-2.06726
681,3.61999,-33.5163,-0.490608,-45.0673,18.1341,-5.11475,0.71419,-40.2567,-0.826075,-53.5997,-33.5593,-0.432973,11.7354,-71.9791,4.1224,-3.57199,-49.4307,-1.74895
682,3.61999,-33.5163,-0.490608,-45.0673,18.1341,-5.11475,0.71419,-40.2567,-0.826075,-53.5997,-33.5593,-0.432973,11.7354,-71.9791,4.1224,-3.57199,-49.4307,-1.74895
683,3.61999,-33.5163,-0.490608,-45.0673,18.1341,-5.11475,0.71419,-40.2567,-0.826075,-53.5997,-33.5593,-0.432973,11.7354,-71.9791,4.1224,-3.57199,-49.4307,-1.74895
684,3.38168,-33.5683,-0.416786,-45.9615,17.3303,-3.70232,0.932036,-40.2576,-1.11156,-53.639,-33.1707,-1.08634,11.3786,-71.8212,4.19438,-3.35949,-49.7811,-1.10778
685,3.38168,-33.5683,-0.416786,-45.9615,17.3303,-3.70232,0.932036,-40.2576,-1.11156,-53.639,-33.1707,-1.08634,11.3786,-71.8212,4.19438,-3.35949,-49.7811,-1.10778
686,3.37929,-33.5785,-0.317765,-45.7631,17.8957,-4.21606,0.772185,-40.1778,-0.985725,-53.5676,-33.7506,-0.266912,11.3562,-71.9879,3.93957,-3.5446,-49.5456,-1.45806
687,3.37929,-33.5785,-0.317765,-45.7631,17.8957,-4.21606,0.772185,-40.1778,-0.985725,-53.5676,-33.7506,-0.266912,11.3562,-71.9879,3.93957,-3.5446,-49.5456,-1.45806
688,3.37929,-33.5785,-0.317765,-45.7631,17.8957,-4.21606,0.772185,-40.1778,-0.985725,-53.5676,-33.7506,-0.266912,11.3562,-71.9879,3.93957,-3.5446,-49.5456,-1.45806
689,3.37929,-33.5785,-0.317765,-45.7631,17.8957,-4.21606,-3.30918,-40.5511,-2.61715,-54.6303,-30.4463,-2.61771,15.4376,-71.6146,5.571,-2.48192,-52.8499,0.892743
690,3.06209,-42.4361,-1.83126,-41.0503,39.065,-5.02827,-0.434258,-51.7219,-1.24483,-66.3223,-23.6088,2.38782,16.7504,-71.2923,6.54589,-3.46354,-51.1615,-2.23845
691,3.06209,-42.4361,-1.83126,-41.0503,39.065,-5.02827,-0.434258,-51.7219,-1.24483,-66.3223,-23.6088,2.38782,16.7504,-71.2923,6.54589,-3.46354,-51.1615,-2.23845
692,3.06209,-42.4361,-1.83126,-41.0503,39.065,-5.02827,-0.434258,-51.7219,-1.24483,-66.3223,-23.6088,2.38782,16.7504,-71.2923,6.54589,-3.46354,-51.1615,-2.23845
693,2.88652,-43.0058,-1.64804,-41.0052,39.7508,-4.04197,-0.27504,-52.3314,-0.954748,-66.3854,-22.4952,1.71157,16.6348,-71.3131,6.18951,-3.61477,-50.8343,-2.58324
694,2.88652,-43.0058,-1.64804,-41.0052,39.7508,-4.04197,-0.27504,-52.3314,-0.954748,-66.3854,-22.4952,1.71157,16.6348,-71.3131,6.18951,-3.61477,-50.8343,-2.58324
695,2.99982,-42.8014,-1.81084,-40.0351,39.8049,-4.91982,-0.031616,-52.5604,-1.26298,-66.8348,-22.0503,1.28272,16.3821,-71.2637,6.38424,-3.41753,-51.2501,-1.94044
696,2.99982,-42.8014,-1.81084,-40.0351,39.8049,-4.91982,-0.031616,-52.5604,-1.26298,-66.8348,-22.0503,1.28272,16.3821,-71.2637,6.38424,-3.41753,-51.2501,-1.94044
697,2.8652,-43.0913,-1.57542,-40.4586,40.4287,-4.57373,-0.265972,-52.4065,-1.31549,-66.6784,-22.3483,1.6775,16.8148,-71.3338,6.46904,-3.54692,-51.1667,-2.28671
698,2.8652,-43.0913,-1.57542,-40.4586,40.4287,-4.57373,-0.265972,-52.4065,-1.31549,-66.6784,-22.3483,1.6775,16.8148,-71.3338,6.46904,-3.54692,-51.1667,-2.28671
699,2.92205,-43.0834,-1.60321,-40.8946,40.2386,-4.40808,-0.163401,-52.4262,-1.24942,-66.8186,-22.2611,1.44928,16.3547,-71.2638,6.34635,-3.32902,-51.3917,-1.81396
700,2.92205,-43.0834,-1.60321,-40.8946,40.2386,-4.40808,-0.163401,-52.4262,-1.24942,-66.8186,-22.2611,1.44928,16.3547,-71.2638,6.34635,-3.32902,-51.3917,-1.81396
701,3.04185,-43.1719,-1.61373,-40.674,40.7126,-5.08637,-0.42719,-52.3419,-1.44583,-66.8278,-22.6462,2.05611,16.5908,-71.2733,6.64387,-3.3401,-51.4298,-1.91749
702,3.04185,-43.1719,-1.61373,-40.674,40.7126,-5.08637,-0.42719,-52.3419,-1.44583,-66.8278,-22.6462,2.05611,16.5908,-71.2733,6.64387,-3.3401,-51.4298,-1.91749
703,2.90619,-42.8419,-1.59692,-40.8944,39.5907,-4.07013,-0.209244,-52.5007,-1.16821,-66.7756,-22.0554,1.36299,16.5192,-71.3081,6.22412,-3.39989,-51.2723,-2.02867
704,2.90619,-42.8419,-1.59692,-40.8944,39.5907,-4.07013,-0.209244,-52.5007,-1.16821,-66.7756,-22.0554,1.36299,16.5192,-71.3081,6.22412,-3.39989,-51.2723,-2.02867
705,2.81221,-42.8897,-1.6065,-40.7044,39.7144,-4.17716,-0.209244,-52.5007,-1.16821,-66.7756,-22.0554,1.36299,16.5192,-71.3081,6.22412,-3.39989,-51.2723,-2.02867
706,3.07875,-43.0996,-1.61072,-40.7191,40.6133,-5.20104,-0.410243,-52.3865,-1.32297,-66.8564,-22.9686,2.35732,16.4536,-71.2124,6.38309,-3.30442,-51.2579,-1.99912
707,3.07875,-43.0996,-1.61072,-40.7191,40.6133,-5.20104,-0.410243,-52.3865,-1.32297,-66.8564,-22.9686,2.35732,16.4536,-71.2124,6.38309,-3.30442,-51.2579,-1.99912
708,2.93763,-42.9389,-1.68428,-40.4674,39.922,-4.54368,-0.491171,-52.3824,-1.14287,-66.5081,-22.5479,2.07734,16.9915,-71.3327,6.30924,-3.63959,-50.8556,-2.73225
709,2.93763,-42.9389,-1.68428,-40.4674,39.922,-4.54368,-0.491171,-52.3824,-1.14287,-66.5081,-22.5479,2.07734,16.9915,-71.3327,6.30924,-3.63959,-50.8556,-2.73225
710,2.82213,-42.871,-1.688,-40.8006,39.52,-3.88044,-0.184638,-52.5305,-1.10524,-66.6861,-21.9489,1.22836,16.6097,-71.3525,6.03942,-3.47998,-51.1206,-2.26393
711,2.82213,-42.871,-1.688,-40.8006,39.52,-3.88044,-0.184638,-52.5305,-1.10524,-66.6861,-21.9489,1.22836,16.6097,-71.3525,6.03942,-3.47998,-51.1206,-2.26393
712,2.82213,-42.871,-1.688,-40.8006,39.52,-3.88044,-0.184638,-52.5305,-1.10524,-66.6861,-21.9489,1.22836,16.6097,-71.3525,6.03942,-3.47998,-51.1206,-2.26393
713,2.82213,-42.871,-1.688,-40.8006,39.52,-3.88044,-0.184638,-52.5305,-1.10524,-66.6861,-21.9489,1.22836,16.6097,-71.3525,6.03942,-3.47998,-51.1206,-2.26393
714,2.90616,-43.0761,-1.71434,-40.5475,39.9332,-4.33476,-0.257403,-52.4147,-1.07507,-66.3705,-22.2138,1.46223,16.7524,-71.3107,6.11504,-3.58298,-50.8948,-2.57795
715,2.90616,-43.0761,-1.71434,-40.5475,39.9332,-4.33476,-0.257403,-52.4147,-1.07507,-66.3705,-22.2138,1.46223,16.7524,-71.3107,6.11504,-3.58298,-50.8948,-2.57795
716,2.87706,-42.9995,-1.80891,-40.621,39.6637,-4.1379,-0.064521,-52.4641,-1.08993,-66.5461,-21.7702,0.797305,16.4252,-71.2649,6.26043,-3.44496,-51.2119,-2.12404
717,2.87706,-42.9995,-1.80891,-40.621,39.6637,-4.1379,-0.064521,-52.4641,-1.08993,-66.5461,-21.7702,0.797305,16.4252,-71.2649,6.26043,-3.44496,-51.2119,-2.12404
718,2.93116,-43.0026,-1.72793,-40.7631,39.9366,-4.39906,-0.28901,-52.3699,-1.18355,-66.6275,-22.3279,1.62122,16.5061,-71.3397,6.31422,-3.46801,-51.1921,-2.16978
719,2.93116,-43.0026,-1.72793,-40.7631,39.9366,-4.39906,-0.28901,-52.3699,-1.18355,-66.6275,-22.3279,1.62122,16.5061,-71.3397,6.31422,-3.46801,-51.1921,-2.16978
720,3.06704,-43.0381,-1.67073,-40.1238,40.4405,-5.31147,-0.289362,-52.3514,-1.11284,-66.5768,-22.6946,2.03971,16.5002,-71.3982,6.08104,-3.58221,-50.9599,-2.39147
721,3.06704,-43.0381,-1.67073,-40.1238,40.4405,-5.31147,-0.289362,-52.3514,-1.11284,-66.5768,-22.6946,2.03971,16.5002,-71.3982,6.08104,-3.58221,-50.9599,-2.39147
722,2.85802,-43.0178,-1.73962,-41.0596,39.9539,-3.97549,-0.162746,-52.5312,-1.0068,-66.9496,-22.1209,1.39662,16.3958,-71.3345,6.50414,-3.31483,-51.3346,-1.85793
723,2.85802,-43.0178,-1.73962,-41.0596,39.9539,-3.97549,-0.162746,-52.5312,-1.0068,-66.9496,-22.1209,1.39662,16.3958,-71.3345,6.50414,-3.31483,-51.3346,-1.85793
724,2.85802,-43.0178,-1.73962,-41.0596,39.9539,-3.97549,-0.162746,-52.5312,-1.0068,-66.9496,-22.1209,1.39662,16.3958,-71.3345,6.50414,-3.31483,-51.3346,-1.85793
725,3.05481,-42.8114,-1.66828,-40.6201,39.7547,-4.7437,-0.469462,-52.4808,-1.1833,-66.7232,-22.6903,2.31742,16.5393,-71.2282,6.18427,-3.49103,-50.9781,-2.47566
726,3.05481,-42.8114,-1.66828,-40.6201,39.7547,-4.7437,-0.469462,-52.4808,-1.1833,-66.7232,-22.6903,2.31742,16.5393,-71.2282,6.18427,-3.49103,-50.9781,-2.47566
727,3.05481,-42.8114,-1.66828,-40.6201,39.7547,-4.7437,-0.469462,-52.4808,-1.1833,-66.7232,-22.6903,2.31742,16.5393,-71.2282,6.18427,-3.49103,-50.9781,-2.47566
728,2.89021,-42.8602,-1.82986,-40.3352,39.5799,-4.35332,-0.0343775,-52.5363,-1.22855,-66.7228,-21.7138,0.836874,16.4483,-71.3037,6.32784,-3.40064,-51.3195,-1.96106
729,2.78573,-42.8978,-1.46879,-40.857,39.5708,-3.82104,-0.0343775,-52.5363,-1.22855,-66.7228,-21.7138,0.836874,16.4483,-71.3037,6.32784,-3.40064,-51.3195,-1.96106
730,2.82597,-42.9677,-1.6753,-40.8945,39.6907,-3.90158,-0.0844361,-52.4285,-1.17258,-66.6337,-21.8446,0.94884,16.4581,-71.3417,6.47839,-3.45215,-51.3086,-1.99248
731,2.82597,-42.9677,-1.6753,-40.8945,39.6907,-3.90158,-0.0844361,-52.4285,-1.17258,-66.6337,-21.8446,0.94884,16.4581,-71.3417,6.47839,-3.45215,-51.3086,-1.99248
732,3.24025,-43.1473,-1.47103,-40.7042,40.7256,-5.46822,-0.459157,-52.3332,-1.4281,-66.7479,-22.8093,2.32506,16.4095,-71.281,6.45112,-3.37193,-51.295,-1.98197
733,3.24025,-43.1473,-1.47103,-40.7042,40.7256,-5.46822,-0.459157,-52.3332,-1.4281,-66.7479,-22.8093,2.32506,16.4095,-71.281,6.45112,-3.37193,-51.295,-1.98197
734,2.84496,-43.0805,-1.77415,-40.8302,39.7982,-4.09074,-0.205072,-52.3573,-1.14265,-66.3684,-22.2534,1.32522,16.7434,-71.296,6.13137,-3.51344,-51.019,-2.42368
735,2.84496,-43.0805,-1.77415,-40.8302,39.7982,-4.09074,-0.205072,-52.3573,-1.14265,-66.3684,-22.2534,1.32522,16.7434,-71.296,6.13137,-3.51344,-51.019,-2.42368
736,2.84496,-43.0805,-1.77415,-40.8302,39.7982,-4.09074,-0.205072,-52.3573,-1.14265,-66.3684,-22.2534,1.32522,16.7434,-71.296,6.13137,-3.51344,-51.019,-2.42368
737,2.86098,-42.9151,-1.61825,-40.6327,39.5637,-4.15251,-0.053499,-52.4624,-1.32128,-66.4594,-21.9428,0.993861,16.655,-71.2582,6.42025,-3.44918,-51.1696,-2.17561
738,2.86098,-42.9151,-1.61825,-40.6327,39.5637,-4.15251,-0.053499,-52.4624,-1.32128,-66.4594,-21.9428,0.993861,16.655,-71.2582,6.42025,-3.44918,-51.1696,-2.17561
739,2.86098,-42.9151,-1.61825,-40.6327,39.5637,-4.15251,1.00776,-52.0124,-0.99491,-67.6681,-19.8226,-2.26299,15.5937,-71.7082,6.09389,-2.24055,-53.2898,1.08124
740,2.86098,-42.9151,-1.61825,-40.6327,39.5637,-4.15251,1.00776,-52.0124,-0.99491,-67.6681,-19.8226,-2.26299,15.5937,-71.7082,6.09389,-2.24055,-53.2898,1.08124
741,2.86098,-42.9151,-1.61825,-40.6327,39.5637,-4.15251,1.8069,-37.453,3.75367,-66.9201,-17.5213,-7.0618,14.7946,-86.2676,1.3453,-2.98852,-55.5912,5.88006
742,2.86098,-42.9151,-1.61825,-40.6327,39.5637,-4.15251,1.8069,-37.453,3.75367,-66.9201,-17.5213,-7.0618,14.7946,-86.2676,1.3453,-2.98852,-55.5912,5.88006
743,2.86098,-42.9151,-1.61825,-40.6327,39.5637,-4.15251,1.8069,-37.453,3.75367,-66.9201,-17.5213,-7.0618,14.7946,-86.2676,1.3453,-2.98852,-55.5912,5.88006
744,-0.328584,301.463,-3.80242,-17.1278,67.5015,-3.25462,-0.69125,-66.5536,0.118244,-77.3189,-5.47586,3.75678,21.1715,-92.6795,-0.606623,-5.40818,-49.9738,-3.3978
745,-0.328584,301.463,-3.80242,-17.1278,67.5015,-3.25462,-0.69125,-66.5536,0.118244,-77.3189,-5.47586,3.75678,21.1715,-92.6795,-0.606623,-5.40818,-49.9738,-3.3978
746,-0.290149,301.472,-3.79979,-17.1961,67.3775,-3.1184,-0.78631,-66.6489,0.275133,-77.2972,-5.16461,3.60901,21.3174,-92.847,-0.951466,-5.35293,-50.0136,-3.45762
747,-0.290149,301.472,-3.79979,-17.1961,67.3775,-3.1184,-0.78631,-66.6489,0.275133,-77.2972,-5.16461,3.60901,21.3174,-92.847,-0.951466,-5.35293,-50.0136,-3.45762
748,-0.290149,301.472,-3.79979,-17.1961,67.3775,-3.1184,-0.78631,-66.6489,0.275133,-77.2972,-5.16461,3.60901,21.3174,-92.847,-0.951466,-5.35293,-50.0136,-3.45762
